Farmer_ID,Crop_Type,Quantity_kg,Price_per_kg,Location
F1272,Pulses,1559,51.98,Tamil Nadu
F1273,Maize,998,44.68,Maharashtra
F1274,Maize,582,50.83,Karnataka
F1275,Barley,1001,27.24,Tamil Nadu
F1276,Millets,1148,46.16,Karnataka
F1277,Rice,1776,26.88,Tamil Nadu
F1278,Barley,1240,57.26,Andhra Pradesh
F1279,Cotton,581,43.64,Telangana
F1280,Sugarcane,1515,29.6,Kerala
F1281,Wheat,1016,27.13,Punjab
F1282,Barley,1093,23.59,Kerala
F1283,Rice,1063,46.26,Kerala
F1284,Rice,636,24.84,Karnataka
F1285,Barley,1202,41.79,Gujarat
F1286,Pulses,1703,26.91,Maharashtra
F1287,Wheat,1296,44.79,Kerala
F1288,Pulses,1135,51.67,Andhra Pradesh
F1289,Sugarcane,1923,50.01,Kerala
F1290,Rice,227,49.24,Tamil Nadu
F1291,Rice,1731,23.45,Karnataka
F1292,Cotton,191,18.98,Gujarat
F1293,Sugarcane,1776,46.45,Tamil Nadu
F1294,Rice,642,31.58,Gujarat
F1295,Sugarcane,945,34.46,Tamil Nadu
F1296,Wheat,1655,16.4,Tamil Nadu
F1297,Maize,1781,26.68,Punjab
F1298,Rice,1088,16.52,Telangana
F1299,Cotton,1951,54.56,Telangana
F1300,Wheat,546,25.95,Maharashtra
F1301,Barley,489,40.08,Karnataka
F1302,Sugarcane,771,16.75,Andhra Pradesh
F1303,Barley,1984,45.01,Andhra Pradesh
F1304,Pulses,142,29.54,Andhra Pradesh
F1305,Wheat,353,55.41,Punjab
F1306,Barley,1253,54.97,Tamil Nadu
F1307,Millets,1183,29.64,Telangana
F1308,Millets,762,55.54,Karnataka
F1309,Rice,566,59.83,Tamil Nadu
F1310,Sugarcane,386,52.14,Gujarat
F1311,Maize,1110,53.02,Telangana
F1312,Wheat,1640,26.21,Telangana
F1313,Rice,1590,40.95,Kerala
F1314,Cotton,877,18.03,Kerala
F1315,Pulses,444,19.27,Punjab
F1316,Sugarcane,741,59.95,Karnataka
F1317,Wheat,481,29.7,Gujarat
F1318,Millets,1902,48.67,Karnataka
F1319,Wheat,789,51.3,Karnataka
F1320,Maize,1376,53.61,Punjab
F1321,Millets,1179,59.89,Punjab
F1322,Maize,1586,25.87,Tamil Nadu
F1323,Cotton,556,16.82,Maharashtra
F1324,Pulses,1082,33.5,Punjab
F1325,Cotton,182,20.85,Karnataka
F1326,Rice,1222,16.01,Kerala
F1327,Rice,248,31.22,Maharashtra
F1328,Cotton,1452,50.27,Tamil Nadu
F1329,Pulses,1279,40.48,Maharashtra
F1330,Cotton,289,29.08,Andhra Pradesh
F1331,Pulses,1617,44.45,Gujarat
F1332,Pulses,982,25.44,Maharashtra
F1333,Barley,362,15.65,Karnataka
F1334,Millets,1203,49.4,Tamil Nadu
F1335,Sugarcane,499,43.07,Gujarat
F1336,Pulses,863,49.3,Karnataka
F1337,Maize,708,16.75,Gujarat
F1338,Pulses,1383,52.67,Kerala
F1339,Pulses,1895,42.88,Andhra Pradesh
F1340,Pulses,1738,40.35,Kerala
F1341,Barley,1675,43.11,Karnataka
F1342,Millets,884,53.9,Karnataka
F1343,Barley,200,41.41,Karnataka
F1344,Rice,1482,41.14,Telangana
F1345,Barley,1503,59.58,Andhra Pradesh
F1346,Maize,919,49.05,Gujarat
F1347,Maize,1344,34.9,Punjab
F1348,Barley,919,46.83,Karnataka
F1349,Millets,519,32.52,Karnataka
F1350,Cotton,223,25.3,Gujarat
F1351,Sugarcane,521,41.86,Punjab
F1352,Millets,1354,56.77,Kerala
F1353,Barley,1813,56.81,Kerala
F1354,Pulses,1186,30.39,Karnataka
F1355,Wheat,1608,38.75,Tamil Nadu
F1356,Sugarcane,1751,24.52,Telangana
F1357,Sugarcane,1826,59.8,Kerala
F1358,Maize,1697,59.15,Tamil Nadu
F1359,Sugarcane,867,44.23,Telangana
F1360,Barley,582,51.2,Karnataka
F1361,Pulses,618,47.18,Andhra Pradesh
F1362,Pulses,254,41.69,Maharashtra
F1363,Rice,191,17.4,Maharashtra
F1364,Pulses,1081,35.46,Karnataka
F1365,Millets,1649,45.37,Kerala
F1366,Pulses,554,45.49,Tamil Nadu
F1367,Maize,1864,31.79,Andhra Pradesh
F1368,Pulses,697,57.38,Gujarat
F1369,Rice,1768,22.53,Telangana
F1370,Wheat,609,37.52,Karnataka
F1371,Barley,1306,46.09,Andhra Pradesh
F1372,Maize,485,46.37,Punjab
F1373,Millets,1697,44.19,Andhra Pradesh
F1374,Wheat,1854,27.39,Kerala
F1375,Maize,504,22.03,Punjab
F1376,Cotton,345,43.62,Telangana
F1377,Sugarcane,841,41.97,Punjab
F1378,Cotton,1714,23.07,Andhra Pradesh
F1379,Pulses,760,46.73,Kerala
F1380,Wheat,749,35.48,Punjab
F1381,Pulses,1594,45.05,Tamil Nadu
F1382,Sugarcane,1949,52.68,Kerala
F1383,Maize,1546,22.64,Tamil Nadu
F1384,Sugarcane,1000,15.86,Tamil Nadu
F1385,Rice,164,50.06,Punjab
F1386,Sugarcane,1136,42.44,Punjab
F1387,Rice,312,46.48,Gujarat
F1388,Sugarcane,341,52.72,Gujarat
F1389,Barley,592,51.13,Andhra Pradesh
F1390,Rice,1336,58.24,Kerala
F1391,Wheat,1816,39.12,Gujarat
F1392,Pulses,437,36.98,Tamil Nadu
F1393,Millets,272,33.08,Gujarat
F1394,Pulses,771,21.92,Telangana
F1395,Cotton,263,40.77,Andhra Pradesh
F1396,Pulses,564,27.47,Kerala
F1397,Maize,1094,56.46,Kerala
F1398,Barley,596,41.24,Maharashtra
F1399,Sugarcane,799,41.68,Kerala
F1400,Cotton,494,30.97,Andhra Pradesh
F1401,Maize,802,17.34,Telangana
F1402,Maize,407,16.43,Kerala
F1403,Rice,1891,34.05,Maharashtra
F1404,Pulses,282,18.81,Andhra Pradesh
F1405,Wheat,728,42.31,Tamil Nadu
F1406,Millets,1917,54.64,Karnataka
F1407,Wheat,609,54.73,Karnataka
F1408,Cotton,1831,44.66,Tamil Nadu
F1409,Barley,645,24.51,Gujarat
F1410,Wheat,1687,53.83,Kerala
F1411,Sugarcane,723,54.87,Punjab
F1412,Wheat,1887,23.85,Karnataka
F1413,Cotton,693,48.18,Gujarat
F1414,Millets,843,27.89,Karnataka
F1415,Wheat,1350,51.12,Tamil Nadu
F1416,Sugarcane,1868,59.88,Kerala
F1417,Rice,1856,16.35,Kerala
F1418,Barley,1559,55.38,Gujarat
F1419,Cotton,1545,43.02,Tamil Nadu
F1420,Rice,653,58.8,Gujarat
F1421,Rice,120,35.93,Kerala
F1422,Rice,653,53.13,Punjab
F1423,Maize,496,17.81,Kerala
F1424,Barley,724,30.09,Andhra Pradesh
F1425,Millets,204,18.02,Punjab
F1426,Pulses,291,58.89,Gujarat
F1427,Barley,116,51.76,Andhra Pradesh
F1428,Maize,1243,53.36,Tamil Nadu
F1429,Pulses,492,57.21,Telangana
F1430,Barley,524,18.83,Karnataka
F1431,Rice,228,32.35,Andhra Pradesh
F1432,Cotton,1253,18.2,Karnataka
F1433,Pulses,671,24.49,Maharashtra
F1434,Sugarcane,1683,25.32,Tamil Nadu
F1435,Sugarcane,128,36.11,Telangana
F1436,Wheat,1220,27.09,Maharashtra
F1437,Pulses,1133,19.54,Maharashtra
F1438,Cotton,341,22.54,Kerala
F1439,Millets,1949,21.63,Maharashtra
F1440,Maize,331,58.79,Tamil Nadu
F1441,Rice,888,49.17,Andhra Pradesh
F1442,Wheat,1407,58.55,Tamil Nadu
F1443,Sugarcane,814,34.79,Andhra Pradesh
F1444,Maize,858,27.53,Maharashtra
F1445,Maize,901,50.92,Maharashtra
F1446,Rice,875,29.68,Punjab
F1447,Millets,825,28.47,Telangana
F1448,Millets,299,25.46,Andhra Pradesh
F1449,Pulses,1044,20.84,Maharashtra
F1450,Sugarcane,178,26.54,Kerala
F1451,Millets,1055,30.99,Punjab
F1452,Cotton,1978,45.33,Karnataka
F1453,Millets,955,17.82,Punjab
F1454,Maize,1296,24.47,Telangana
F1455,Rice,566,51.41,Tamil Nadu
F1456,Cotton,680,21.61,Telangana
F1457,Pulses,1539,30.42,Karnataka
F1458,Sugarcane,1039,53.91,Punjab
F1459,Pulses,548,21.97,Andhra Pradesh
F1460,Maize,186,18.72,Tamil Nadu
F1461,Cotton,200,36.8,Tamil Nadu
F1462,Cotton,1131,28.61,Andhra Pradesh
F1463,Cotton,944,40.35,Gujarat
F1464,Maize,1323,51.17,Gujarat
F1465,Maize,1628,21.17,Telangana
F1466,Pulses,186,41.13,Maharashtra
F1467,Wheat,142,37.75,Gujarat
F1468,Pulses,1508,21.48,Telangana
F1469,Sugarcane,1744,43.08,Gujarat
F1470,Rice,1558,27.31,Karnataka
F1471,Cotton,507,36.95,Kerala
F1472,Wheat,1606,18.7,Maharashtra
F1473,Rice,763,35.68,Telangana
F1474,Wheat,1140,28.79,Kerala
F1475,Millets,1768,52.01,Kerala
F1476,Millets,247,17.56,Punjab
F1477,Barley,376,33.84,Gujarat
F1478,Millets,331,35.63,Punjab
F1479,Pulses,1949,47.63,Andhra Pradesh
F1480,Millets,465,40.84,Karnataka
F1481,Maize,1351,45.02,Karnataka
F1482,Cotton,1774,49.97,Karnataka
F1483,Pulses,535,53.8,Maharashtra
F1484,Rice,498,29.12,Tamil Nadu
F1485,Barley,1334,39.21,Maharashtra
F1486,Barley,1514,52.8,Telangana
F1487,Barley,598,59.53,Kerala
F1488,Rice,639,55.03,Kerala
F1489,Rice,662,31.72,Punjab
F1490,Rice,1614,23.78,Tamil Nadu
F1491,Rice,541,37.02,Telangana
F1492,Barley,1384,48.37,Tamil Nadu
F1493,Barley,872,37.17,Kerala
F1494,Wheat,449,36.74,Gujarat
F1495,Pulses,1475,52.72,Maharashtra
F1496,Cotton,619,31.26,Karnataka
F1497,Millets,1443,53.69,Kerala
F1498,Millets,237,33.31,Andhra Pradesh
F1499,Maize,1673,29.77,Karnataka
F1500,Barley,1746,35.43,Kerala
F1501,Maize,1091,49.31,Maharashtra
F1502,Pulses,467,20.67,Tamil Nadu
F1503,Pulses,1343,23.84,Gujarat
F1504,Maize,1460,57.82,Gujarat
F1505,Barley,1346,22.9,Karnataka
F1506,Maize,1771,40.55,Maharashtra
F1507,Millets,1891,41.07,Gujarat
F1508,Wheat,459,37.03,Gujarat
F1509,Millets,1020,44.01,Telangana
F1510,Sugarcane,428,25.34,Andhra Pradesh
F1511,Barley,1061,39.87,Karnataka
F1512,Barley,562,31.75,Tamil Nadu
F1513,Cotton,1045,44.78,Gujarat
F1514,Rice,1062,21.36,Telangana
F1515,Sugarcane,1684,40.69,Maharashtra
F1516,Pulses,1927,23.34,Gujarat
F1517,Barley,1505,27.54,Punjab
F1518,Maize,935,24.84,Andhra Pradesh
F1519,Sugarcane,1713,23.23,Tamil Nadu
F1520,Cotton,1740,52.16,Maharashtra
F1521,Pulses,268,27.86,Maharashtra
F1522,Rice,316,56.72,Karnataka
F1523,Rice,477,58.65,Gujarat
F1524,Cotton,218,40.71,Karnataka
F1525,Cotton,289,21.44,Tamil Nadu
F1526,Maize,866,31.85,Punjab
F1527,Barley,469,50.9,Gujarat
F1528,Rice,1901,31.53,Kerala
F1529,Pulses,248,18.92,Gujarat
F1530,Sugarcane,1799,40.06,Punjab
F1531,Pulses,751,53.03,Kerala
F1532,Wheat,1982,50.82,Maharashtra
F1533,Wheat,1611,22.88,Karnataka
F1534,Cotton,869,45.27,Andhra Pradesh
F1535,Maize,473,24.92,Gujarat
F1536,Wheat,880,24.82,Andhra Pradesh
F1537,Rice,1816,54.33,Gujarat
F1538,Pulses,259,26.24,Maharashtra
F1539,Pulses,450,26.85,Karnataka
F1540,Cotton,1411,15.03,Tamil Nadu
F1541,Barley,1411,54.18,Tamil Nadu
F1542,Barley,991,50.67,Tamil Nadu
F1543,Sugarcane,1349,43.23,Gujarat
F1544,Cotton,622,48.76,Gujarat
F1545,Millets,621,21.84,Andhra Pradesh
F1546,Sugarcane,882,35.62,Karnataka
F1547,Millets,372,30.8,Punjab
F1548,Barley,1035,19.22,Gujarat
F1549,Cotton,1525,36.88,Karnataka
F1550,Millets,282,56.43,Andhra Pradesh
F1551,Cotton,1788,16.8,Gujarat
F1552,Cotton,587,28.12,Tamil Nadu
F1553,Barley,1950,24.34,Tamil Nadu
F1554,Sugarcane,945,25.72,Maharashtra
F1555,Sugarcane,223,55.88,Kerala
F1556,Cotton,1084,36.06,Telangana
F1557,Wheat,1749,35.98,Punjab
F1558,Maize,889,49.23,Kerala
F1559,Barley,513,21.95,Gujarat
F1560,Maize,1848,36.93,Karnataka
F1561,Maize,1295,34.35,Gujarat
F1562,Sugarcane,1411,41.86,Karnataka
F1563,Sugarcane,1558,59.98,Karnataka
F1564,Wheat,785,49.63,Kerala
F1565,Maize,212,32.9,Telangana
F1566,Maize,987,52.24,Maharashtra
F1567,Cotton,221,22.68,Kerala
F1568,Sugarcane,1667,16.37,Telangana
F1569,Maize,1345,24.2,Tamil Nadu
F1570,Pulses,1754,30.32,Tamil Nadu
F1571,Wheat,138,37.98,Karnataka
F1572,Millets,596,42.68,Andhra Pradesh
F1573,Pulses,879,55.98,Gujarat
F1574,Pulses,1356,37.94,Gujarat
F1575,Millets,1042,37.56,Karnataka
F1576,Barley,1653,17.26,Andhra Pradesh
F1577,Barley,248,16.57,Punjab
F1578,Wheat,1520,39.8,Telangana
F1579,Pulses,1121,34.72,Punjab
F1580,Maize,760,52.76,Punjab
F1581,Sugarcane,1761,22.23,Tamil Nadu
F1582,Wheat,401,16.12,Punjab
F1583,Cotton,1483,35.21,Gujarat
F1584,Millets,337,25.69,Kerala
F1585,Pulses,746,17.23,Andhra Pradesh
F1586,Wheat,762,47.61,Telangana
F1587,Rice,335,20.02,Tamil Nadu
F1588,Rice,1859,42.37,Punjab
F1589,Barley,302,27.65,Kerala
F1590,Millets,355,22.81,Andhra Pradesh
F1591,Sugarcane,697,32.09,Karnataka
F1592,Maize,761,51.07,Karnataka
F1593,Sugarcane,334,32.64,Karnataka
F1594,Sugarcane,1468,48.78,Gujarat
F1595,Sugarcane,633,20.65,Telangana
F1596,Millets,959,49.77,Karnataka
F1597,Sugarcane,1920,25.66,Gujarat
F1598,Cotton,1904,45.48,Maharashtra
F1599,Millets,1589,40.46,Gujarat
F1600,Cotton,869,56.81,Tamil Nadu
F1601,Millets,640,32.43,Gujarat
F1602,Barley,312,17.98,Telangana
F1603,Wheat,562,15.86,Kerala
F1604,Rice,535,52.21,Punjab
F1605,Sugarcane,382,38.61,Gujarat
F1606,Barley,1685,49.89,Karnataka
F1607,Wheat,1730,25.55,Tamil Nadu
F1608,Rice,1586,30.53,Andhra Pradesh
F1609,Pulses,1530,16.35,Karnataka
F1610,Maize,187,58.27,Tamil Nadu
F1611,Cotton,1167,45.05,Maharashtra
F1612,Pulses,560,56.99,Punjab
F1613,Millets,377,26.95,Andhra Pradesh
F1614,Rice,1806,42.52,Maharashtra
F1615,Pulses,520,45.53,Kerala
F1616,Maize,1824,29.29,Tamil Nadu
F1617,Barley,1476,53.16,Maharashtra
F1618,Rice,795,57.62,Punjab
F1619,Pulses,614,54.82,Punjab
F1620,Cotton,802,48.26,Kerala
F1621,Cotton,1753,27.49,Punjab
F1622,Wheat,118,27.67,Tamil Nadu
F1623,Pulses,122,58.35,Tamil Nadu
F1624,Sugarcane,512,15.46,Punjab
F1625,Pulses,1153,47.22,Maharashtra
F1626,Barley,1930,46.78,Tamil Nadu
F1627,Rice,207,43.02,Karnataka
F1628,Rice,1490,59.55,Punjab
F1629,Barley,1404,29.03,Tamil Nadu
F1630,Pulses,1251,30.3,Telangana
F1631,Barley,1352,18.55,Kerala
F1632,Maize,1234,34.93,Punjab
F1633,Millets,235,26.75,Tamil Nadu
F1634,Barley,461,30.45,Telangana
F1635,Cotton,1309,52.56,Tamil Nadu
F1636,Barley,1779,57.1,Tamil Nadu
F1637,Rice,1707,23.36,Maharashtra
F1638,Cotton,228,31.76,Karnataka
F1639,Rice,1999,56.79,Punjab
F1640,Wheat,1384,17.78,Kerala
F1641,Sugarcane,614,19.16,Punjab
F1642,Rice,548,22.33,Karnataka
F1643,Cotton,1227,41.78,Andhra Pradesh
F1644,Wheat,1606,21.77,Maharashtra
F1645,Rice,1347,58.56,Maharashtra
F1646,Maize,1955,35.1,Karnataka
F1647,Barley,973,37.57,Gujarat
F1648,Sugarcane,1989,26.1,Maharashtra
F1649,Rice,1614,36.19,Punjab
F1650,Wheat,572,44.79,Karnataka
F1651,Maize,1133,48.8,Maharashtra
F1652,Pulses,1528,48.92,Tamil Nadu
F1653,Wheat,401,41.01,Karnataka
F1654,Barley,330,55.7,Karnataka
F1655,Wheat,1854,51.78,Punjab
F1656,Maize,1022,49.07,Telangana
F1657,Wheat,1189,17.5,Maharashtra
F1658,Maize,1036,15.31,Maharashtra
F1659,Rice,211,24.56,Karnataka
F1660,Millets,1136,44.86,Tamil Nadu
F1661,Maize,1516,33.5,Tamil Nadu
F1662,Maize,599,33.11,Kerala
F1663,Sugarcane,1031,54.81,Tamil Nadu
F1664,Maize,697,55.3,Maharashtra
F1665,Maize,333,55.91,Gujarat
F1666,Pulses,701,29.12,Telangana
F1667,Millets,413,46.1,Karnataka
F1668,Rice,665,27.22,Andhra Pradesh
F1669,Barley,1135,23.58,Telangana
F1670,Sugarcane,308,23.31,Punjab
F1671,Pulses,1137,30.39,Punjab
F1672,Cotton,1756,34.35,Gujarat
F1673,Millets,1541,52.39,Andhra Pradesh
F1674,Rice,1560,20.4,Telangana
F1675,Rice,1500,48.07,Tamil Nadu
F1676,Cotton,1143,38.92,Maharashtra
F1677,Barley,686,27.96,Gujarat
F1678,Maize,1878,37.18,Andhra Pradesh
F1679,Pulses,1858,28.5,Gujarat
F1680,Wheat,1114,41.82,Telangana
F1681,Sugarcane,1193,34.52,Maharashtra
F1682,Wheat,1947,22.4,Gujarat
F1683,Cotton,1334,20.25,Andhra Pradesh
F1684,Rice,1224,39.6,Karnataka
F1685,Barley,797,55.61,Telangana
F1686,Rice,231,30.48,Karnataka
F1687,Sugarcane,1746,47.99,Tamil Nadu
F1688,Rice,1504,44.64,Karnataka
F1689,Rice,1255,56.92,Karnataka
F1690,Sugarcane,1143,51.94,Kerala
F1691,Pulses,635,40.5,Telangana
F1692,Pulses,1113,44.57,Tamil Nadu
F1693,Sugarcane,326,55.43,Karnataka
F1694,Barley,1277,32.98,Punjab
F1695,Cotton,1928,29.71,Maharashtra
F1696,Millets,1865,15.49,Andhra Pradesh
F1697,Rice,1592,52.19,Karnataka
F1698,Barley,921,51.04,Tamil Nadu
F1699,Rice,970,19.7,Karnataka
F1700,Millets,504,40.96,Andhra Pradesh
F1701,Cotton,301,35.88,Tamil Nadu
F1702,Pulses,137,20.34,Telangana
F1703,Barley,1041,59.13,Tamil Nadu
F1704,Maize,1895,24.66,Telangana
F1705,Maize,287,18.03,Tamil Nadu
F1706,Millets,1180,41.77,Punjab
F1707,Maize,1040,48.25,Gujarat
F1708,Pulses,1143,16.46,Andhra Pradesh
F1709,Millets,372,44.64,Andhra Pradesh
F1710,Pulses,1242,38.95,Tamil Nadu
F1711,Cotton,682,19.65,Gujarat
F1712,Rice,615,22.76,Karnataka
F1713,Cotton,1344,40.56,Andhra Pradesh
F1714,Cotton,625,28.34,Punjab
F1715,Pulses,1638,57.22,Telangana
F1716,Millets,1851,51.84,Telangana
F1717,Millets,1864,59.26,Maharashtra
F1718,Maize,435,26.69,Kerala
F1719,Wheat,797,58.64,Gujarat
F1720,Rice,1178,34.41,Kerala
F1721,Pulses,599,30.64,Kerala
F1722,Maize,999,17.27,Telangana
F1723,Barley,865,17.37,Punjab
F1724,Wheat,635,46.14,Punjab
F1725,Wheat,261,35.61,Maharashtra
F1726,Pulses,1793,25.19,Kerala
F1727,Sugarcane,693,42.63,Kerala
F1728,Rice,258,26.38,Tamil Nadu
F1729,Wheat,1311,40.99,Tamil Nadu
F1730,Pulses,159,31.16,Tamil Nadu
F1731,Pulses,1014,52.06,Karnataka
F1732,Maize,1940,51.93,Kerala
F1733,Barley,1442,36.48,Punjab
F1734,Sugarcane,310,30.79,Punjab
F1735,Rice,505,31.32,Karnataka
F1736,Millets,763,51.26,Punjab
F1737,Cotton,1232,29.77,Maharashtra
F1738,Barley,1199,24.41,Gujarat
F1739,Barley,641,18.81,Telangana
F1740,Maize,1437,36.0,Kerala
F1741,Millets,1097,36.7,Punjab
F1742,Wheat,1240,52.84,Telangana
F1743,Wheat,1026,24.96,Punjab
F1744,Maize,967,32.14,Gujarat
F1745,Pulses,1827,51.38,Tamil Nadu
F1746,Wheat,118,52.06,Kerala
F1747,Sugarcane,531,32.31,Andhra Pradesh
F1748,Rice,1808,35.66,Karnataka
F1749,Barley,839,28.65,Karnataka
F1750,Barley,1473,56.96,Kerala
F1751,Sugarcane,282,20.34,Gujarat
F1752,Millets,212,57.02,Tamil Nadu
F1753,Wheat,1306,45.77,Karnataka
F1754,Barley,580,38.92,Tamil Nadu
F1755,Cotton,1269,16.47,Maharashtra
F1756,Millets,930,36.4,Telangana
F1757,Rice,1751,33.35,Gujarat
F1758,Rice,1236,22.25,Andhra Pradesh
F1759,Barley,862,44.54,Telangana
F1760,Maize,575,58.7,Telangana
F1761,Millets,862,40.3,Maharashtra
F1762,Barley,1426,47.16,Karnataka
F1763,Maize,1070,18.08,Andhra Pradesh
F1764,Barley,1948,33.8,Karnataka
F1765,Cotton,1119,20.24,Kerala
F1766,Millets,1241,42.58,Telangana
F1767,Pulses,1936,57.23,Kerala
F1768,Rice,260,44.78,Tamil Nadu
F1769,Barley,500,18.46,Telangana
F1770,Cotton,297,30.96,Karnataka
F1771,Maize,1383,39.78,Telangana
F1772,Maize,759,33.14,Tamil Nadu
F1773,Rice,1875,52.51,Maharashtra
F1774,Sugarcane,1170,51.66,Kerala
F1775,Barley,498,42.53,Punjab
F1776,Millets,1833,31.81,Kerala
F1777,Wheat,1682,26.49,Karnataka
F1778,Maize,177,19.76,Telangana
F1779,Millets,223,30.97,Karnataka
F1780,Millets,174,33.59,Maharashtra
F1781,Pulses,1994,45.41,Telangana
F1782,Millets,236,44.62,Punjab
F1783,Millets,701,18.15,Telangana
F1784,Pulses,1523,32.79,Punjab
F1785,Maize,936,23.18,Karnataka
F1786,Millets,1628,22.06,Karnataka
F1787,Sugarcane,599,52.23,Tamil Nadu
F1788,Sugarcane,1696,16.89,Gujarat
F1789,Cotton,237,33.86,Gujarat
F1790,Pulses,149,22.57,Maharashtra
F1791,Cotton,1894,54.57,Gujarat
F1792,Pulses,1072,40.07,Tamil Nadu
F1793,Barley,1742,25.41,Kerala
F1794,Barley,1748,37.61,Punjab
F1795,Millets,1985,47.92,Telangana
F1796,Wheat,353,58.12,Karnataka
F1797,Barley,1753,24.92,Telangana
F1798,Wheat,809,54.88,Telangana
F1799,Barley,1972,57.04,Andhra Pradesh
F1800,Rice,662,56.24,Kerala
F1801,Barley,856,43.59,Andhra Pradesh
F1802,Cotton,1549,43.34,Gujarat
F1803,Maize,646,33.14,Telangana
F1804,Millets,1425,48.86,Punjab
F1805,Cotton,1021,38.91,Karnataka
F1806,Maize,680,45.48,Punjab
F1807,Sugarcane,1472,34.28,Telangana
F1808,Cotton,1955,47.92,Kerala
F1809,Sugarcane,148,52.1,Punjab
F1810,Wheat,1016,21.59,Andhra Pradesh
F1811,Wheat,1197,52.48,Karnataka
F1812,Rice,803,39.31,Telangana
F1813,Barley,360,53.01,Maharashtra
F1814,Cotton,455,34.41,Kerala
F1815,Sugarcane,1705,32.06,Kerala
F1816,Maize,1725,56.18,Maharashtra
F1817,Wheat,1383,26.3,Punjab
F1818,Barley,737,52.99,Telangana
F1819,Wheat,842,36.78,Kerala
F1820,Maize,1418,38.13,Karnataka
F1821,Barley,1109,28.88,Telangana
F1822,Barley,1030,40.79,Telangana
F1823,Sugarcane,740,29.63,Andhra Pradesh
F1824,Sugarcane,891,16.77,Kerala
F1825,Cotton,1436,27.24,Kerala
F1826,Cotton,711,15.29,Maharashtra
F1827,Pulses,1961,59.03,Andhra Pradesh
F1828,Millets,908,58.46,Punjab
F1829,Pulses,1305,32.78,Gujarat
F1830,Rice,785,47.78,Punjab
F1831,Wheat,1951,30.56,Punjab
F1832,Cotton,1487,45.2,Andhra Pradesh
F1833,Sugarcane,287,51.24,Kerala
F1834,Maize,1692,57.6,Telangana
F1835,Sugarcane,1666,33.01,Andhra Pradesh
F1836,Wheat,1719,50.25,Maharashtra
F1837,Pulses,1787,26.97,Andhra Pradesh
F1838,Sugarcane,1084,59.56,Maharashtra
F1839,Millets,647,16.16,Punjab
F1840,Rice,824,42.16,Gujarat
F1841,Wheat,1025,44.68,Andhra Pradesh
F1842,Pulses,1531,45.96,Maharashtra
F1843,Millets,975,20.42,Andhra Pradesh
F1844,Maize,717,57.23,Gujarat
F1845,Pulses,513,23.15,Punjab
F1846,Barley,1465,43.02,Andhra Pradesh
F1847,Millets,1343,25.02,Karnataka
F1848,Millets,1002,28.82,Maharashtra
F1849,Rice,262,39.59,Gujarat
F1850,Wheat,1343,33.77,Maharashtra
F1851,Maize,369,22.21,Maharashtra
F1852,Rice,731,22.69,Tamil Nadu
F1853,Pulses,1005,33.82,Gujarat
F1854,Rice,1971,49.08,Andhra Pradesh
F1855,Millets,1523,55.41,Maharashtra
F1856,Wheat,1305,18.79,Kerala
F1857,Cotton,1741,32.69,Tamil Nadu
F1858,Rice,1852,19.51,Karnataka
F1859,Barley,304,15.75,Maharashtra
F1860,Rice,681,44.78,Punjab
F1861,Pulses,1679,42.11,Maharashtra
F1862,Pulses,940,22.34,Tamil Nadu
F1863,Maize,1936,25.52,Andhra Pradesh
F1864,Pulses,1351,16.07,Kerala
F1865,Sugarcane,1819,52.57,Punjab
F1866,Wheat,1742,58.86,Karnataka
F1867,Wheat,695,21.1,Punjab
F1868,Cotton,1973,25.42,Maharashtra
F1869,Cotton,349,54.08,Andhra Pradesh
F1870,Wheat,974,56.69,Gujarat
F1871,Barley,1564,33.88,Kerala
F1872,Cotton,1656,17.28,Gujarat
F1873,Maize,295,16.77,Kerala
F1874,Pulses,789,40.83,Karnataka
F1875,Wheat,1642,32.68,Telangana
F1876,Millets,1193,16.29,Kerala
F1877,Cotton,738,41.25,Telangana
F1878,Wheat,1522,15.51,Gujarat
F1879,Sugarcane,771,50.43,Kerala
F1880,Rice,1883,28.79,Karnataka
F1881,Pulses,1326,16.81,Tamil Nadu
F1882,Wheat,1271,41.48,Karnataka
F1883,Rice,1595,32.9,Karnataka
F1884,Cotton,1778,58.82,Tamil Nadu
F1885,Rice,1043,39.49,Tamil Nadu
F1886,Pulses,298,27.39,Andhra Pradesh
F1887,Wheat,1549,46.92,Kerala
F1888,Sugarcane,1789,27.22,Gujarat
F1889,Barley,591,55.69,Andhra Pradesh
F1890,Cotton,995,31.86,Tamil Nadu
F1891,Wheat,241,39.74,Telangana
F1892,Pulses,1436,17.28,Gujarat
F1893,Cotton,264,34.18,Telangana
F1894,Maize,413,52.46,Karnataka
F1895,Rice,120,51.25,Maharashtra
F1896,Barley,1205,25.09,Karnataka
F1897,Pulses,1704,25.17,Karnataka
F1898,Maize,1254,51.78,Maharashtra
F1899,Millets,1722,56.87,Kerala
F1900,Wheat,1853,19.29,Tamil Nadu
F1901,Sugarcane,1083,35.25,Telangana
F1902,Cotton,404,30.19,Karnataka
F1903,Rice,470,54.18,Maharashtra
F1904,Cotton,1980,18.76,Andhra Pradesh
F1905,Barley,952,24.5,Karnataka
F1906,Wheat,483,48.86,Telangana
F1907,Cotton,544,17.31,Tamil Nadu
F1908,Rice,524,37.16,Karnataka
F1909,Wheat,260,34.89,Karnataka
F1910,Cotton,1301,30.05,Kerala
