Buyer_ID,Preferred_Crop,Quantity_Needed,Max_Price,Location
B1286,Sugarcane,677,22.89,Telangana
B1287,Cotton,1390,27.03,Telangana
B1288,Wheat,754,55.83,Maharashtra
B1289,Wheat,711,41.86,Karnataka
B1290,Millets,1204,40.18,Gujarat
B1291,Rice,1175,26.85,Gujarat
B1292,Wheat,359,45.34,Maharashtra
B1293,Pulses,1365,26.33,Kerala
B1294,Wheat,544,43.83,Punjab
B1295,Cotton,1434,58.18,Telangana
B1296,Sugarcane,387,32.91,Punjab
B1297,Millets,628,44.04,Punjab
B1298,Sugarcane,59,69.6,Telangana
B1299,Barley,98,54.33,Maharashtra
B1300,Barley,672,62.07,Punjab
B1301,Barley,1394,40.74,Telangana
B1302,Cotton,780,58.39,Kerala
B1303,Pulses,844,22.03,Punjab
B1304,Wheat,1020,26.15,Andhra Pradesh
B1305,Cotton,182,30.15,Tamil Nadu
B1306,Rice,132,40.1,Tamil Nadu
B1307,Millets,106,62.29,Tamil Nadu
B1308,Sugarcane,425,37.31,Andhra Pradesh
B1309,Barley,398,52.73,Telangana
B1310,Maize,320,55.47,Maharashtra
B1311,Rice,160,49.31,Gujarat
B1312,Barley,918,37.86,Karnataka
B1313,Pulses,936,48.85,Telangana
B1314,Rice,125,37.11,Andhra Pradesh
B1315,Cotton,1231,24.19,Punjab
B1316,Wheat,378,69.64,Kerala
B1317,Sugarcane,171,26.36,Andhra Pradesh
B1318,Millets,90,23.62,Punjab
B1319,Pulses,1240,63.93,Gujarat
B1320,Pulses,971,35.09,Tamil Nadu
B1321,Maize,691,52.51,Telangana
B1322,Rice,1096,36.45,Gujarat
B1323,Maize,328,39.57,Tamil Nadu
B1324,Wheat,812,33.11,Karnataka
B1325,Barley,518,37.15,Punjab
B1326,Wheat,1473,40.54,Punjab
B1327,Barley,58,56.02,Kerala
B1328,Maize,62,45.58,Tamil Nadu
B1329,Sugarcane,973,67.18,Karnataka
B1330,Wheat,972,22.09,Punjab
B1331,Maize,1125,45.15,Andhra Pradesh
B1332,Rice,1282,49.21,Tamil Nadu
B1333,Maize,1475,66.01,Tamil Nadu
B1334,Maize,1264,22.46,Maharashtra
B1335,Cotton,1124,48.67,Kerala
B1336,Wheat,1466,62.68,Kerala
B1337,Millets,702,32.1,Gujarat
B1338,Sugarcane,670,63.81,Andhra Pradesh
B1339,Sugarcane,1373,20.95,Maharashtra
B1340,Cotton,245,56.62,Gujarat
B1341,Barley,466,66.66,Karnataka
B1342,Pulses,713,52.86,Gujarat
B1343,Barley,1493,41.95,Karnataka
B1344,Sugarcane,1429,22.24,Andhra Pradesh
B1345,Maize,197,66.01,Punjab
B1346,Cotton,1050,43.51,Kerala
B1347,Rice,1438,21.45,Punjab
B1348,Wheat,413,54.49,Karnataka
B1349,Wheat,451,44.09,Andhra Pradesh
B1350,Millets,655,26.22,Punjab
B1351,Wheat,278,30.71,Gujarat
B1352,Maize,586,23.22,Karnataka
B1353,Rice,317,48.71,Telangana
B1354,Cotton,1478,51.1,Tamil Nadu
B1355,Cotton,1084,45.29,Gujarat
B1356,Wheat,1393,60.86,Kerala
B1357,Rice,175,63.05,Punjab
B1358,Rice,355,50.78,Gujarat
B1359,Rice,1162,20.64,Telangana
B1360,Sugarcane,1428,54.76,Andhra Pradesh
B1361,Sugarcane,677,40.9,Andhra Pradesh
B1362,Wheat,1425,48.28,Gujarat
B1363,Rice,738,52.45,Telangana
B1364,Pulses,1087,37.51,Punjab
B1365,Rice,1330,65.85,Gujarat
B1366,Cotton,1282,26.7,Tamil Nadu
B1367,Cotton,330,53.58,Tamil Nadu
B1368,Wheat,492,20.22,Maharashtra
B1369,Pulses,886,66.23,Karnataka
B1370,Rice,438,25.63,Maharashtra
B1371,Barley,666,24.74,Punjab
B1372,Pulses,196,36.65,Tamil Nadu
B1373,Millets,1352,38.68,Telangana
B1374,Wheat,570,30.72,Karnataka
B1375,Cotton,679,49.26,Punjab
B1376,Barley,483,42.15,Telangana
B1377,Cotton,193,21.71,Punjab
B1378,Sugarcane,338,35.98,Maharashtra
B1379,Wheat,1459,60.52,Andhra Pradesh
B1380,Wheat,63,54.49,Telangana
B1381,Rice,306,56.24,Maharashtra
B1382,Rice,1419,54.91,Maharashtra
B1383,Sugarcane,1418,35.55,Maharashtra
B1384,Barley,1473,24.98,Andhra Pradesh
B1385,Millets,1280,33.62,Andhra Pradesh
B1386,Maize,907,61.59,Gujarat
B1387,Pulses,992,69.02,Andhra Pradesh
B1388,Maize,1245,44.69,Karnataka
B1389,Maize,513,20.49,Andhra Pradesh
B1390,Wheat,319,27.0,Andhra Pradesh
B1391,Pulses,1294,36.1,Andhra Pradesh
B1392,Wheat,1225,48.93,Punjab
B1393,Millets,672,23.75,Telangana
B1394,Pulses,1256,67.17,Andhra Pradesh
B1395,Cotton,1472,38.25,Karnataka
B1396,Wheat,121,65.63,Punjab
B1397,Wheat,1491,59.03,Maharashtra
B1398,Wheat,1356,57.77,Telangana
B1399,Barley,123,50.34,Tamil Nadu
B1400,Sugarcane,404,51.34,Punjab
B1401,Wheat,546,51.9,Andhra Pradesh
B1402,Millets,1401,51.44,Punjab
B1403,Rice,1037,47.69,Gujarat
B1404,Rice,629,69.32,Gujarat
B1405,Pulses,959,56.61,Punjab
B1406,Cotton,422,58.85,Maharashtra
B1407,Sugarcane,411,63.62,Maharashtra
B1408,Barley,142,30.78,Telangana
B1409,Pulses,1394,24.19,Gujarat
B1410,Rice,373,44.14,Tamil Nadu
B1411,Sugarcane,433,45.7,Kerala
B1412,Sugarcane,624,61.46,Gujarat
B1413,Cotton,785,42.19,Punjab
B1414,Millets,786,48.54,Gujarat
B1415,Sugarcane,395,46.35,Karnataka
B1416,Wheat,1176,21.91,Kerala
B1417,Sugarcane,1288,50.76,Maharashtra
B1418,Cotton,1265,61.4,Kerala
B1419,Pulses,768,27.88,Gujarat
B1420,Cotton,830,49.72,Maharashtra
B1421,Barley,1069,49.68,Kerala
B1422,Cotton,1267,28.21,Maharashtra
B1423,Rice,1453,26.17,Maharashtra
B1424,Wheat,1476,69.0,Telangana
B1425,Millets,713,39.69,Tamil Nadu
B1426,Rice,649,31.37,Maharashtra
B1427,Pulses,60,28.57,Karnataka
B1428,Maize,236,53.38,Gujarat
B1429,Pulses,775,50.47,Gujarat
B1430,Wheat,1088,52.18,Karnataka
B1431,Sugarcane,827,24.4,Andhra Pradesh
B1432,Cotton,1370,64.68,Maharashtra
B1433,Maize,460,39.46,Punjab
B1434,Wheat,1005,35.67,Maharashtra
B1435,Rice,634,43.12,Maharashtra
B1436,Cotton,1125,39.5,Punjab
B1437,Pulses,1101,63.18,Kerala
B1438,Rice,626,66.46,Maharashtra
B1439,Wheat,1090,35.17,Maharashtra
B1440,Wheat,1424,63.2,Karnataka
B1441,Pulses,1302,59.08,Tamil Nadu
B1442,Maize,1038,66.54,Tamil Nadu
B1443,Pulses,1283,32.29,Andhra Pradesh
B1444,Sugarcane,1367,48.85,Karnataka
B1445,Rice,792,33.73,Maharashtra
B1446,Maize,1177,61.2,Tamil Nadu
B1447,Cotton,253,20.27,Telangana
B1448,Barley,1126,48.24,Telangana
B1449,Sugarcane,1023,36.96,Telangana
B1450,Maize,989,36.13,Maharashtra
B1451,Barley,1448,52.25,Maharashtra
B1452,Barley,1127,62.57,Punjab
B1453,Rice,1349,50.46,Andhra Pradesh
B1454,Wheat,1408,62.66,Gujarat
B1455,Cotton,1104,33.23,Andhra Pradesh
B1456,Pulses,1208,45.98,Andhra Pradesh
B1457,Rice,1131,42.53,Kerala
B1458,Sugarcane,154,20.58,Telangana
B1459,Millets,1339,47.84,Maharashtra
B1460,Barley,302,53.08,Telangana
B1461,Sugarcane,344,49.6,Andhra Pradesh
B1462,Barley,717,56.81,Maharashtra
B1463,Wheat,1231,48.57,Karnataka
B1464,Millets,598,23.34,Punjab
B1465,Wheat,680,25.82,Tamil Nadu
B1466,Cotton,1140,49.82,Tamil Nadu
B1467,Pulses,348,33.75,Andhra Pradesh
B1468,Cotton,150,23.98,Gujarat
B1469,Wheat,1129,41.48,Telangana
B1470,Wheat,381,47.72,Karnataka
B1471,Sugarcane,885,36.44,Maharashtra
B1472,Wheat,442,56.02,Gujarat
B1473,Millets,923,52.19,Telangana
B1474,Millets,430,36.64,Andhra Pradesh
B1475,Maize,141,57.74,Telangana
B1476,Barley,496,52.43,Andhra Pradesh
B1477,Rice,158,51.87,Kerala
B1478,Wheat,366,47.67,Tamil Nadu
B1479,Cotton,1241,20.57,Gujarat
B1480,Pulses,491,54.83,Tamil Nadu
B1481,Barley,267,38.8,Telangana
B1482,Barley,1295,67.13,Karnataka
B1483,Pulses,722,60.9,Maharashtra
B1484,Pulses,327,49.38,Andhra Pradesh
B1485,Barley,1058,32.61,Maharashtra
B1486,Maize,618,30.19,Tamil Nadu
B1487,Cotton,1059,37.02,Punjab
B1488,Maize,924,43.83,Karnataka
B1489,Wheat,515,34.8,Karnataka
B1490,Rice,888,45.75,Maharashtra
B1491,Pulses,803,28.27,Tamil Nadu
B1492,Millets,887,68.89,Punjab
B1493,Cotton,79,25.4,Maharashtra
B1494,Pulses,408,66.6,Telangana
B1495,Maize,1361,65.68,Karnataka
B1496,Sugarcane,135,46.27,Karnataka
B1497,Wheat,1307,56.25,Telangana
B1498,Rice,796,41.8,Tamil Nadu
B1499,Wheat,362,51.5,Karnataka
B1500,Sugarcane,414,37.03,Gujarat
B1501,Rice,954,35.06,Punjab
B1502,Sugarcane,1342,48.91,Kerala
B1503,Wheat,747,44.91,Kerala
B1504,Maize,180,48.98,Kerala
B1505,Barley,852,34.33,Andhra Pradesh
B1506,Wheat,838,38.35,Gujarat
B1507,Wheat,400,24.19,Andhra Pradesh
B1508,Wheat,229,22.61,Tamil Nadu
B1509,Cotton,1236,32.67,Telangana
B1510,Sugarcane,1169,23.71,Maharashtra
B1511,Millets,823,25.19,Gujarat
B1512,Sugarcane,559,60.65,Punjab
B1513,Pulses,414,21.94,Tamil Nadu
B1514,Sugarcane,1030,52.95,Maharashtra
B1515,Pulses,402,33.63,Tamil Nadu
B1516,Cotton,849,63.58,Andhra Pradesh
B1517,Maize,1156,44.25,Kerala
B1518,Pulses,1298,35.28,Telangana
B1519,Wheat,461,45.88,Andhra Pradesh
B1520,Maize,784,39.1,Telangana
B1521,Barley,1030,48.22,Gujarat
B1522,Cotton,167,25.73,Maharashtra
B1523,Sugarcane,531,69.85,Tamil Nadu
B1524,Pulses,241,41.28,Karnataka
B1525,Millets,640,37.41,Karnataka
B1526,Wheat,639,55.51,Telangana
B1527,Rice,708,38.19,Kerala
B1528,Barley,156,61.66,Kerala
B1529,Rice,431,42.71,Telangana
B1530,Maize,832,55.98,Andhra Pradesh
B1531,Sugarcane,439,25.37,Karnataka
B1532,Millets,293,62.31,Andhra Pradesh
B1533,Rice,634,56.79,Maharashtra
B1534,Maize,918,30.59,Karnataka
B1535,Cotton,517,27.26,Maharashtra
B1536,Maize,915,35.81,Tamil Nadu
B1537,Barley,983,68.8,Andhra Pradesh
B1538,Millets,1283,32.84,Telangana
B1539,Millets,653,42.81,Karnataka
B1540,Maize,1064,21.5,Andhra Pradesh
B1541,Barley,1146,39.86,Telangana
B1542,Maize,1382,48.57,Tamil Nadu
B1543,Millets,909,67.66,Karnataka
B1544,Millets,1259,45.84,Maharashtra
B1545,Wheat,1326,60.96,Tamil Nadu
B1546,Maize,62,47.36,Kerala
B1547,Pulses,348,22.04,Telangana
B1548,Maize,1149,35.75,Punjab
B1549,Millets,1124,48.78,Karnataka
B1550,Wheat,836,67.53,Karnataka
B1551,Wheat,198,62.96,Gujarat
B1552,Cotton,171,31.42,Gujarat
B1553,Barley,1284,31.01,Tamil Nadu
B1554,Sugarcane,1353,30.06,Karnataka
B1555,Rice,587,66.12,Telangana
B1556,Rice,1229,62.63,Tamil Nadu
B1557,Maize,1311,58.74,Maharashtra
B1558,Cotton,425,39.64,Tamil Nadu
B1559,Maize,131,45.22,Tamil Nadu
B1560,Rice,541,43.22,Punjab
B1561,Barley,405,32.67,Maharashtra
B1562,Millets,974,45.25,Kerala
B1563,Barley,1346,21.52,Gujarat
B1564,Barley,1117,26.59,Telangana
B1565,Wheat,1054,64.33,Kerala
B1566,Millets,172,57.58,Kerala
B1567,Sugarcane,1422,41.14,Kerala
B1568,Millets,757,45.86,Gujarat
B1569,Cotton,379,38.5,Andhra Pradesh
B1570,Wheat,1482,57.04,Gujarat
B1571,Sugarcane,1040,59.21,Kerala
B1572,Cotton,372,58.16,Andhra Pradesh
B1573,Cotton,1184,56.13,Maharashtra
B1574,Rice,819,30.23,Gujarat
B1575,Wheat,1162,36.9,Telangana
B1576,Cotton,482,43.49,Kerala
B1577,Pulses,759,36.54,Karnataka
B1578,Barley,843,57.75,Maharashtra
B1579,Cotton,761,36.47,Andhra Pradesh
B1580,Sugarcane,1172,26.91,Gujarat
B1581,Rice,588,39.95,Telangana
B1582,Maize,650,69.0,Tamil Nadu
B1583,Barley,1219,31.29,Telangana
B1584,Rice,306,50.61,Telangana
B1585,Maize,1262,41.65,Kerala
B1586,Wheat,1313,23.55,Kerala
B1587,Wheat,920,44.39,Gujarat
B1588,Cotton,948,55.11,Gujarat
B1589,Pulses,858,45.66,Punjab
B1590,Wheat,726,63.61,Andhra Pradesh
B1591,Millets,320,34.45,Punjab
B1592,Cotton,599,24.31,Gujarat
B1593,Barley,1187,66.83,Andhra Pradesh
B1594,Rice,1412,38.91,Kerala
B1595,Wheat,617,48.82,Kerala
B1596,Millets,1035,59.6,Karnataka
B1597,Rice,408,36.22,Karnataka
B1598,Rice,1407,55.81,Maharashtra
B1599,Pulses,1242,26.77,Kerala
B1600,Wheat,1412,34.56,Tamil Nadu
B1601,Rice,847,27.24,Karnataka
B1602,Pulses,1334,60.56,Andhra Pradesh
B1603,Pulses,936,31.13,Telangana
B1604,Wheat,1272,55.87,Gujarat
B1605,Pulses,260,67.16,Gujarat
B1606,Wheat,336,46.39,Maharashtra
B1607,Millets,792,47.0,Karnataka
B1608,Wheat,1096,43.05,Telangana
B1609,Maize,1182,36.29,Telangana
B1610,Rice,345,43.78,Karnataka
B1611,Millets,55,50.14,Tamil Nadu
B1612,Sugarcane,599,69.3,Tamil Nadu
B1613,Wheat,730,66.89,Maharashtra
B1614,Rice,844,63.11,Punjab
B1615,Barley,252,64.46,Tamil Nadu
B1616,Pulses,374,43.39,Maharashtra
B1617,Cotton,874,52.87,Punjab
B1618,Wheat,293,64.75,Punjab
B1619,Pulses,376,39.65,Andhra Pradesh
B1620,Pulses,1036,68.09,Punjab
B1621,Pulses,1120,40.79,Karnataka
B1622,Pulses,810,50.05,Punjab
B1623,Pulses,1086,55.49,Telangana
B1624,Wheat,956,67.53,Maharashtra
B1625,Barley,1453,32.23,Gujarat
B1626,Sugarcane,414,57.31,Tamil Nadu
B1627,Maize,1415,46.04,Gujarat
B1628,Pulses,1294,33.43,Maharashtra
B1629,Pulses,122,58.83,Kerala
B1630,Maize,1119,47.61,Maharashtra
B1631,Barley,323,53.05,Tamil Nadu
B1632,Millets,257,36.15,Kerala
B1633,Barley,173,44.06,Kerala
B1634,Millets,1083,50.87,Punjab
B1635,Wheat,1402,40.25,Tamil Nadu
B1636,Rice,1260,29.92,Kerala
B1637,Cotton,592,68.08,Karnataka
B1638,Cotton,109,45.57,Telangana
B1639,Rice,948,56.7,Gujarat
B1640,Wheat,935,40.55,Karnataka
B1641,Cotton,831,37.76,Karnataka
B1642,Barley,491,40.36,Tamil Nadu
B1643,Maize,1290,40.46,Punjab
B1644,Rice,960,47.21,Tamil Nadu
B1645,Barley,1075,47.17,Gujarat
B1646,Sugarcane,881,44.86,Telangana
B1647,Wheat,1057,26.74,Maharashtra
B1648,Rice,1429,44.8,Karnataka
B1649,Cotton,675,28.46,Kerala
B1650,Wheat,1238,26.31,Telangana
B1651,Maize,1047,66.63,Karnataka
B1652,Wheat,783,50.25,Maharashtra
B1653,Wheat,140,52.97,Punjab
B1654,Maize,216,40.09,Kerala
B1655,Pulses,1008,65.45,Karnataka
B1656,Maize,256,51.9,Andhra Pradesh
B1657,Barley,1355,58.46,Gujarat
B1658,Wheat,1138,38.43,Telangana
B1659,Millets,565,68.0,Gujarat
B1660,Maize,1230,61.02,Tamil Nadu
B1661,Pulses,796,62.7,Karnataka
B1662,Barley,355,28.61,Kerala
B1663,Millets,444,33.55,Kerala
B1664,Millets,1147,34.28,Telangana
B1665,Rice,236,33.55,Telangana
B1666,Maize,1410,62.77,Gujarat
B1667,Maize,672,21.59,Kerala
B1668,Wheat,779,23.8,Kerala
B1669,Barley,289,33.7,Kerala
B1670,Rice,582,29.99,Karnataka
B1671,Sugarcane,190,31.59,Kerala
B1672,Sugarcane,1338,59.9,Tamil Nadu
B1673,Cotton,188,48.16,Kerala
B1674,Maize,508,20.29,Tamil Nadu
B1675,Maize,119,41.47,Karnataka
B1676,Rice,434,40.39,Telangana
B1677,Pulses,679,25.7,Punjab
B1678,Sugarcane,247,53.81,Tamil Nadu
B1679,Cotton,254,55.1,Karnataka
B1680,Rice,617,56.04,Punjab
B1681,Maize,1031,56.42,Punjab
B1682,Sugarcane,854,20.0,Kerala
B1683,Barley,908,67.7,Karnataka
B1684,Cotton,931,60.71,Punjab
B1685,Wheat,1023,65.2,Kerala
B1686,Sugarcane,689,20.78,Gujarat
B1687,Cotton,374,66.69,Karnataka
B1688,Rice,491,60.49,Punjab
B1689,Wheat,853,61.86,Telangana
B1690,Cotton,337,24.66,Tamil Nadu
B1691,Cotton,275,56.94,Gujarat
B1692,Millets,1137,68.0,Telangana
B1693,Millets,1016,53.93,Andhra Pradesh
B1694,Millets,987,48.53,Kerala
B1695,Maize,609,67.28,Punjab
B1696,Pulses,763,42.15,Tamil Nadu
B1697,Sugarcane,547,49.96,Telangana
B1698,Maize,898,43.82,Tamil Nadu
B1699,Barley,975,66.64,Andhra Pradesh
B1700,Wheat,109,23.8,Maharashtra
B1701,Pulses,1470,45.06,Kerala
B1702,Cotton,306,54.35,Kerala
B1703,Maize,626,59.6,Karnataka
B1704,Millets,288,49.15,Punjab
B1705,Pulses,87,65.45,Kerala
B1706,Barley,74,67.1,Kerala
B1707,Sugarcane,459,23.22,Telangana
B1708,Barley,510,40.12,Gujarat
B1709,Wheat,1037,21.17,Kerala
B1710,Rice,1490,36.47,Kerala
B1711,Maize,406,46.84,Punjab
B1712,Millets,432,65.54,Andhra Pradesh
B1713,Wheat,1231,62.33,Gujarat
B1714,Rice,618,26.37,Andhra Pradesh
B1715,Millets,1121,24.65,Punjab
B1716,Millets,1401,49.46,Tamil Nadu
B1717,Millets,482,46.61,Tamil Nadu
B1718,Maize,105,33.32,Kerala
B1719,Wheat,626,64.97,Kerala
B1720,Millets,317,66.37,Karnataka
B1721,Barley,118,40.13,Tamil Nadu
B1722,Wheat,951,64.52,Telangana
B1723,Pulses,842,39.2,Kerala
B1724,Barley,306,56.84,Telangana
B1725,Maize,721,43.8,Kerala
B1726,Millets,539,26.13,Punjab
B1727,Wheat,795,66.4,Telangana
B1728,Cotton,98,42.7,Maharashtra
B1729,Maize,365,56.72,Telangana
B1730,Wheat,462,38.36,Gujarat
B1731,Pulses,483,20.94,Tamil Nadu
B1732,Millets,1075,25.03,Kerala
B1733,Rice,1218,44.81,Tamil Nadu
B1734,Millets,1439,54.5,Gujarat
B1735,Rice,469,36.74,Gujarat
B1736,Cotton,893,54.77,Telangana
B1737,Maize,965,54.93,Andhra Pradesh
B1738,Pulses,483,55.2,Andhra Pradesh
B1739,Wheat,692,44.63,Gujarat
B1740,Wheat,106,65.74,Andhra Pradesh
B1741,Rice,1013,44.46,Kerala
B1742,Pulses,1026,42.51,Karnataka
B1743,Barley,1251,29.97,Maharashtra
B1744,Cotton,1366,35.38,Telangana
B1745,Rice,95,22.12,Karnataka
B1746,Rice,1243,51.68,Andhra Pradesh
B1747,Cotton,1344,32.43,Telangana
B1748,Maize,466,35.21,Karnataka
B1749,Wheat,897,58.54,Tamil Nadu
B1750,Maize,188,36.36,Andhra Pradesh
B1751,Pulses,296,32.11,Punjab
B1752,Barley,1221,28.45,Karnataka
B1753,Millets,279,58.74,Punjab
B1754,Sugarcane,841,26.49,Kerala
B1755,Sugarcane,686,42.69,Tamil Nadu
B1756,Sugarcane,423,45.35,Andhra Pradesh
B1757,Cotton,1153,54.37,Maharashtra
B1758,Rice,787,51.66,Gujarat
B1759,Barley,1138,60.54,Andhra Pradesh
B1760,Maize,137,22.24,Punjab
B1761,Millets,1161,34.82,Kerala
B1762,Wheat,762,34.01,Maharashtra
B1763,Sugarcane,1277,27.3,Maharashtra
B1764,Maize,1455,34.46,Maharashtra
B1765,Sugarcane,650,35.49,Telangana
B1766,Barley,588,46.09,Telangana
B1767,Sugarcane,263,53.19,Punjab
B1768,Wheat,123,39.06,Gujarat
B1769,Millets,110,55.97,Maharashtra
B1770,Pulses,747,36.81,Gujarat
B1771,Pulses,1292,34.51,Tamil Nadu
B1772,Barley,61,47.06,Maharashtra
B1773,Pulses,863,21.19,Karnataka
B1774,Cotton,1488,23.99,Maharashtra
B1775,Rice,81,40.9,Punjab
B1776,Cotton,1233,67.15,Telangana
B1777,Maize,1050,56.08,Telangana
B1778,Cotton,286,24.41,Karnataka
B1779,Maize,1254,62.32,Karnataka
B1780,Maize,607,56.62,Andhra Pradesh
B1781,Rice,1414,50.55,Tamil Nadu
B1782,Wheat,1153,61.01,Tamil Nadu
B1783,Millets,696,40.21,Punjab
B1784,Barley,1036,31.08,Punjab
B1785,Rice,869,45.6,Punjab
B1786,Barley,522,47.44,Punjab
B1787,Pulses,161,46.92,Punjab
B1788,Pulses,1365,48.25,Punjab
B1789,Cotton,432,67.44,Tamil Nadu
B1790,Maize,66,65.11,Kerala
B1791,Sugarcane,542,63.79,Telangana
B1792,Sugarcane,1404,60.07,Tamil Nadu
B1793,Barley,975,67.17,Punjab
B1794,Maize,1479,24.92,Andhra Pradesh
B1795,Barley,166,33.26,Andhra Pradesh
B1796,Rice,929,44.75,Tamil Nadu
B1797,Wheat,164,62.33,Karnataka
B1798,Millets,863,45.26,Andhra Pradesh
B1799,Rice,693,57.4,Gujarat
B1800,Maize,1409,26.95,Karnataka
B1801,Maize,385,32.62,Gujarat
B1802,Wheat,971,56.59,Telangana
B1803,Barley,196,28.24,Kerala
B1804,Cotton,171,37.57,Andhra Pradesh
B1805,Cotton,130,33.24,Karnataka
B1806,Wheat,734,37.49,Punjab
B1807,Cotton,711,55.42,Gujarat
B1808,Sugarcane,424,38.39,Tamil Nadu
B1809,Cotton,112,47.76,Gujarat
B1810,Cotton,553,25.0,Gujarat
B1811,Cotton,717,60.25,Telangana
B1812,Sugarcane,498,38.49,Maharashtra
B1813,Barley,917,52.43,Maharashtra
B1814,Cotton,1494,56.27,Tamil Nadu
B1815,Pulses,1395,30.48,Telangana
B1816,Sugarcane,729,64.23,Telangana
B1817,Wheat,1239,50.81,Punjab
B1818,Rice,510,41.44,Telangana
B1819,Wheat,508,29.12,Telangana
B1820,Rice,1262,67.12,Maharashtra
B1821,Millets,513,57.75,Karnataka
B1822,Wheat,961,30.4,Telangana
B1823,Pulses,428,36.89,Karnataka
B1824,Rice,1075,60.48,Gujarat
B1825,Rice,413,54.78,Gujarat
B1826,Maize,121,58.29,Telangana
B1827,Rice,687,42.06,Andhra Pradesh
B1828,Rice,1243,55.82,Kerala
B1829,Maize,1278,39.32,Andhra Pradesh
B1830,Cotton,386,30.56,Gujarat
B1831,Cotton,244,51.63,Kerala
B1832,Maize,1061,68.8,Andhra Pradesh
B1833,Sugarcane,702,35.53,Telangana
B1834,Millets,1348,43.05,Karnataka
B1835,Rice,56,53.7,Kerala
B1836,Rice,954,47.08,Maharashtra
B1837,Maize,1028,62.17,Tamil Nadu
B1838,Maize,615,58.09,Kerala
B1839,Sugarcane,665,22.91,Kerala
B1840,Pulses,622,69.92,Maharashtra
B1841,Cotton,648,57.62,Telangana
B1842,Wheat,819,63.2,Andhra Pradesh
B1843,Pulses,1251,52.56,Andhra Pradesh
B1844,Barley,291,62.81,Gujarat
B1845,Cotton,1276,25.62,Karnataka
B1846,Rice,1153,37.39,Telangana
B1847,Barley,1490,63.82,Maharashtra
B1848,Pulses,815,30.08,Telangana
B1849,Maize,433,23.91,Telangana
B1850,Sugarcane,440,59.41,Andhra Pradesh
B1851,Cotton,945,61.77,Maharashtra
B1852,Sugarcane,737,28.13,Punjab
B1853,Barley,1199,62.72,Tamil Nadu
B1854,Cotton,96,54.34,Kerala
B1855,Millets,668,46.0,Andhra Pradesh
B1856,Millets,513,61.51,Maharashtra
B1857,Pulses,172,40.96,Karnataka
B1858,Rice,183,29.7,Kerala
B1859,Millets,890,34.24,Kerala
B1860,Millets,898,45.26,Punjab
B1861,Wheat,656,46.57,Punjab
B1862,Sugarcane,72,60.28,Andhra Pradesh
B1863,Sugarcane,615,59.57,Gujarat
B1864,Millets,815,49.07,Karnataka
B1865,Wheat,1014,59.04,Andhra Pradesh
B1866,Sugarcane,284,29.59,Telangana
B1867,Sugarcane,1045,22.5,Gujarat
B1868,Cotton,1132,63.68,Maharashtra
B1869,Cotton,1237,23.78,Punjab
B1870,Wheat,875,32.33,Karnataka
B1871,Barley,265,54.77,Kerala
B1872,Rice,1256,40.47,Andhra Pradesh
B1873,Pulses,706,63.82,Punjab
B1874,Millets,984,34.9,Kerala
B1875,Millets,1163,20.59,Karnataka
B1876,Pulses,360,35.03,Punjab
B1877,Millets,606,48.9,Punjab
B1878,Millets,1021,38.8,Kerala
B1879,Barley,306,46.74,Andhra Pradesh
B1880,Sugarcane,582,63.83,Gujarat
B1881,Rice,101,65.62,Andhra Pradesh
B1882,Millets,1411,33.3,Tamil Nadu
B1883,Wheat,1244,43.11,Punjab
B1884,Barley,1140,47.46,Kerala
B1885,Millets,349,67.46,Tamil Nadu
B1886,Wheat,721,69.93,Gujarat
B1887,Cotton,827,31.77,Tamil Nadu
B1888,Sugarcane,881,56.35,Kerala
B1889,Maize,281,38.9,Karnataka
B1890,Millets,1024,20.41,Telangana
B1891,Wheat,1141,20.46,Gujarat
B1892,Barley,77,43.03,Andhra Pradesh
B1893,Sugarcane,1124,44.42,Maharashtra
B1894,Rice,1333,21.13,Gujarat
B1895,Barley,640,54.35,Tamil Nadu
B1896,Cotton,834,34.7,Karnataka
B1897,Pulses,669,47.99,Kerala
B1898,Millets,635,35.05,Karnataka
B1899,Rice,1051,28.36,Karnataka
B1900,Wheat,233,40.36,Kerala
B1901,Millets,1096,31.61,Maharashtra
B1902,Wheat,178,46.74,Kerala
B1903,Rice,340,29.94,Maharashtra
B1904,Wheat,550,45.42,Kerala
B1905,Barley,235,27.87,Tamil Nadu
B1906,Sugarcane,528,53.55,Maharashtra
B1907,Wheat,541,57.7,Tamil Nadu
B1908,Cotton,562,25.52,Gujarat
B1909,Sugarcane,1140,43.39,Maharashtra
B1910,Barley,516,23.54,Maharashtra
B1911,Millets,334,49.91,Kerala
B1912,Maize,650,33.22,Maharashtra
B1913,Millets,1490,46.38,Tamil Nadu
B1914,Wheat,1173,45.87,Punjab
B1915,Wheat,238,66.22,Gujarat
B1916,Cotton,1038,47.45,Punjab
B1917,Barley,939,49.15,Kerala
B1918,Cotton,437,40.08,Andhra Pradesh
B1919,Pulses,290,67.45,Gujarat
B1920,Barley,466,58.86,Punjab
B1921,Rice,225,34.27,Gujarat
B1922,Rice,436,62.21,Punjab
B1923,Rice,902,41.62,Tamil Nadu
B1924,Cotton,1306,61.43,Punjab
B1925,Rice,712,61.14,Gujarat
B1926,Barley,501,29.44,Andhra Pradesh
B1927,Rice,326,55.06,Karnataka
B1928,Maize,1302,34.53,Kerala
B1929,Rice,1244,34.87,Karnataka
