Farmer_ID,Buyer_ID,Crop_Type,Quantity,Rating
F1025,B0727,Pulses,113,4.9
F0217,B0368,Cotton,817,4.7
F0928,B0051,Pulses,609,4.7
F0507,B1922,Millets,1352,4.8
F0761,B1167,Millets,719,3.8
F0904,B1443,Cotton,1321,4.7
F0581,B1572,Millets,417,3.3
F1054,B1524,Barley,793,3.0
F0627,B1910,Maize,667,4.6
F0520,B0988,Rice,1055,3.1
F1905,B1191,Pulses,1171,5.0
F0275,B1772,Wheat,1341,4.3
F0492,B0260,Wheat,1133,4.5
F0827,B1216,Maize,549,3.5
F0951,B1226,Millets,1381,4.3
F0926,B1798,Maize,1056,3.1
F0847,B1209,Millets,460,4.7
F1060,B0158,Barley,1067,3.3
F1335,B1782,Wheat,1213,4.4
F1068,B1646,Pulses,1401,3.4
F1179,B0099,Wheat,513,3.1
F1101,B0241,Rice,751,4.0
F1614,B1515,Cotton,212,3.3
F1637,B0202,Millets,109,4.5
F1462,B0634,Rice,1104,3.5
F1456,B1533,Barley,382,3.7
F1566,B1653,Barley,125,4.1
F0039,B1120,Millets,366,3.6
F0239,B0746,Millets,1490,3.8
F1037,B0490,Wheat,239,4.6
F0122,B0579,Cotton,1388,3.4
F0144,B1912,Wheat,345,3.2
F0684,B1242,Rice,550,3.7
F0455,B0527,Rice,226,3.8
F0368,B0273,Millets,849,4.1
F0759,B1243,Pulses,855,3.7
F0247,B0786,Pulses,909,4.6
F0923,B1907,Rice,264,3.1
F1069,B1683,Cotton,702,3.9
F0765,B1356,Millets,646,3.8
F0375,B1880,Barley,1405,4.3
F1315,B0453,Pulses,177,4.9
F0207,B1176,Pulses,1342,4.0
F1948,B0347,Sugarcane,600,5.0
F0519,B0816,Sugarcane,1439,3.6
F1982,B0414,Pulses,668,3.1
F0242,B1551,Wheat,397,3.3
F1646,B0431,Cotton,191,3.8
F1138,B0379,Maize,1218,3.6
F0819,B0998,Pulses,841,3.2
F0302,B0895,Sugarcane,294,3.9
F1300,B0428,Cotton,752,3.7
F1120,B1890,Cotton,1363,3.2
F1318,B1947,Sugarcane,1185,3.6
F0701,B1108,Millets,263,4.8
F1384,B0192,Cotton,249,3.6
F0288,B0041,Millets,454,4.4
F0154,B1888,Cotton,470,4.2
F1594,B1860,Sugarcane,56,3.9
F0423,B1797,Rice,641,3.5
F1940,B1333,Pulses,335,3.7
F0850,B1402,Wheat,720,4.2
F0050,B0136,Millets,438,3.7
F1231,B1814,Maize,465,3.4
F0564,B0106,Wheat,833,3.2
F0854,B0519,Rice,1056,4.8
F0883,B1942,Barley,1223,3.9
F0662,B0814,Rice,1064,4.3
F0565,B1566,Cotton,477,4.0
F0213,B0126,Wheat,1054,4.7
F1090,B1381,Millets,1366,4.1
F1256,B0400,Millets,383,4.0
F1909,B0079,Rice,321,4.8
F0811,B0389,Wheat,1116,4.4
F0850,B1603,Rice,368,3.2
F1687,B1559,Maize,576,3.4
F1741,B1725,Rice,809,4.6
F1344,B0074,Wheat,1245,4.7
F1791,B1029,Cotton,370,4.1
F1161,B1943,Wheat,788,4.1
F0881,B1487,Sugarcane,1117,4.3
F1671,B0082,Wheat,503,3.9
F1961,B1561,Maize,795,4.4
F1590,B0776,Pulses,978,3.2
F1089,B0991,Maize,897,4.9
F1538,B1429,Maize,917,4.5
F1156,B1538,Rice,823,4.3
F0334,B0278,Maize,132,3.6
F0032,B0840,Wheat,592,3.3
F0868,B1879,Millets,371,3.8
F0898,B0224,Pulses,835,4.3
F1896,B1608,Millets,1307,4.3
F1522,B1092,Barley,589,3.8
F1267,B1344,Cotton,301,4.2
F1216,B0606,Barley,885,4.6
F1166,B0019,Maize,498,3.1
F1684,B0640,Millets,1312,3.9
F0601,B1367,Wheat,539,4.5
F1585,B1618,Rice,513,4.1
F1672,B1790,Rice,363,4.3
F0988,B1973,Cotton,1248,4.0
F1215,B1757,Cotton,1253,5.0
F1966,B1367,Wheat,434,3.1
F1173,B0097,Cotton,344,4.0
F0599,B1076,Millets,1288,3.2
F1440,B0175,Millets,1035,3.3
F0520,B1362,Cotton,811,3.8
F1759,B1718,Rice,818,3.3
F0869,B1964,Wheat,1148,4.9
F0016,B1377,Pulses,393,4.9
F1832,B1415,Cotton,191,3.7
F1130,B1139,Wheat,767,4.3
F0283,B0348,Maize,1272,4.1
F1128,B0001,Rice,1244,4.6
F0361,B0063,Pulses,455,4.3
F1682,B1784,Millets,277,3.0
F1059,B1767,Rice,460,4.5
F0113,B0226,Rice,1001,4.5
F0308,B0423,Millets,947,4.0
F1935,B1043,Sugarcane,740,4.8
F0959,B0031,Wheat,927,4.8
F1077,B0845,Millets,836,4.0
F1883,B0633,Maize,111,4.2
F1105,B0024,Cotton,1400,5.0
F1640,B0837,Maize,928,3.6
F0834,B0983,Wheat,1206,3.6
F1393,B1235,Millets,1262,3.4
F0242,B1985,Rice,405,4.8
F0031,B0161,Millets,120,4.5
F1853,B1279,Sugarcane,312,3.2
F0704,B1595,Wheat,355,5.0
F0869,B0114,Pulses,607,4.5
F1385,B0504,Pulses,1297,4.7
F0233,B1953,Wheat,1401,3.1
F1634,B1696,Cotton,811,4.0
F1058,B0955,Maize,637,4.4
F1267,B1244,Maize,123,4.1
F0951,B0357,Cotton,191,4.3
F0059,B0169,Sugarcane,151,4.6
F0771,B1548,Rice,1138,3.7
F1553,B0969,Barley,242,4.7
F1102,B0242,Barley,1002,3.3
F0718,B1399,Rice,1135,3.5
F0302,B0139,Pulses,1314,3.1
F1702,B0097,Sugarcane,459,3.7
F0803,B0147,Cotton,349,3.8
F0897,B1206,Barley,1268,4.6
F0112,B1081,Wheat,503,4.3
F1437,B1066,Millets,623,3.9
F1924,B0866,Maize,668,4.3
F0317,B1735,Millets,686,3.1
F1889,B0543,Wheat,350,3.4
F1169,B0692,Maize,828,4.3
F0668,B1026,Wheat,1038,4.3
F0690,B1958,Cotton,251,4.5
F1882,B1312,Cotton,723,3.8
F1672,B1162,Sugarcane,351,4.4
F1954,B1641,Wheat,386,4.4
F1851,B1536,Wheat,81,4.9
F0018,B0904,Sugarcane,1171,3.4
F1375,B0730,Sugarcane,822,4.1
F1979,B1246,Millets,1264,4.2
F1179,B0331,Cotton,1121,5.0
F1808,B0617,Millets,1323,3.4
F1530,B0404,Cotton,1299,4.0
F0778,B0508,Millets,1345,3.7
F0360,B1940,Pulses,714,4.1
F0332,B1151,Wheat,377,3.5
F1942,B1289,Millets,846,3.1
F0528,B1736,Millets,1253,4.1
F0012,B1788,Cotton,863,3.7
F1099,B1039,Barley,714,3.4
F0212,B0226,Cotton,795,3.6
F1715,B0984,Wheat,1096,3.1
F0641,B0865,Sugarcane,979,4.9
F0283,B1129,Wheat,1012,4.2
F1219,B0745,Barley,1443,4.6
F0780,B0493,Rice,1318,3.8
F1054,B0319,Wheat,1233,4.8
F1033,B1243,Rice,422,4.0
F1333,B1301,Millets,334,4.1
F1469,B0773,Wheat,570,4.0
F1334,B1917,Barley,746,4.5
F0677,B1955,Rice,856,4.1
F0705,B1365,Rice,696,3.5
F0426,B0452,Barley,185,3.3
F1841,B1393,Wheat,145,4.2
F1796,B0944,Pulses,1192,4.0
F1728,B0848,Cotton,1447,3.2
F0591,B1017,Maize,323,3.8
F1715,B1498,Cotton,927,4.0
F0091,B1214,Rice,899,4.7
F0456,B0884,Millets,1250,3.2
F0444,B0419,Wheat,833,3.7
F1751,B1734,Wheat,1350,4.6
F0079,B0865,Millets,1211,4.3
F1499,B0789,Wheat,181,3.6
F0927,B1872,Wheat,1117,4.7
F0103,B0495,Pulses,1196,4.0
F0623,B1063,Maize,1209,4.0
F1480,B0162,Sugarcane,1440,5.0
F0990,B0121,Rice,422,4.9
F1338,B1916,Maize,1199,3.7
F1271,B0399,Cotton,857,3.3
F0234,B1286,Sugarcane,793,3.7
F1618,B1986,Sugarcane,100,3.1
F0644,B0728,Millets,1210,3.0
F1259,B1848,Wheat,1231,3.8
F0790,B0561,Maize,105,4.9
F0387,B0604,Millets,793,4.7
F0847,B1153,Cotton,477,4.0
F1635,B1857,Wheat,492,4.1
F1967,B0540,Wheat,375,3.0
F0038,B0356,Barley,689,3.4
F1185,B0660,Barley,878,3.0
F1486,B0432,Barley,129,4.5
F1968,B1864,Pulses,523,3.3
F1473,B1089,Millets,426,4.7
F1141,B1242,Rice,968,4.3
F0241,B0563,Sugarcane,382,3.5
F1050,B1451,Cotton,1248,3.3
F1672,B0817,Sugarcane,490,4.3
F0562,B1945,Maize,175,4.8
F2000,B1098,Rice,268,4.4
F0806,B1484,Wheat,997,3.7
F1930,B1449,Rice,327,4.2
F0298,B0711,Wheat,644,3.6
F0805,B1216,Millets,984,5.0
F0154,B1213,Barley,190,4.5
F0732,B0012,Rice,895,4.2
F1676,B0239,Wheat,1057,3.8
F0468,B1896,Sugarcane,926,4.2
F0049,B1617,Barley,159,3.7
F1678,B0453,Barley,1125,3.1
F0046,B0383,Barley,662,3.8
F1699,B0782,Sugarcane,762,4.9
F1309,B1826,Sugarcane,1392,4.3
F0780,B0048,Sugarcane,1272,3.2
F1652,B0317,Barley,845,4.8
F0082,B0209,Rice,778,3.5
F1068,B1571,Wheat,1119,3.5
F1730,B1143,Sugarcane,554,3.6
F1794,B0577,Rice,1090,4.2
F0955,B0315,Wheat,364,4.1
F0273,B0754,Barley,1461,4.0
F0394,B1060,Rice,126,4.4
F1810,B1487,Barley,1027,3.6
F0790,B1788,Pulses,948,4.6
F0595,B0915,Sugarcane,1444,3.4
F0058,B0755,Maize,1238,4.6
F0565,B0554,Rice,1097,4.3
F0001,B1605,Sugarcane,761,4.4
F0216,B0403,Cotton,1108,4.0
F1341,B1131,Wheat,903,4.3
F1252,B0039,Pulses,1211,3.2
F1497,B0581,Sugarcane,758,4.7
F1508,B0180,Cotton,314,3.1
F0766,B0012,Rice,382,3.3
F0671,B1363,Rice,237,4.2
F1311,B0943,Cotton,1136,4.5
F0511,B1740,Pulses,869,3.2
F1602,B0548,Cotton,1352,4.8
F0915,B1150,Wheat,1244,4.9
F1845,B0063,Rice,348,4.2
F1996,B0844,Cotton,250,4.0
F1482,B1106,Maize,1208,4.5
F0095,B1009,Maize,321,3.7
F0493,B1843,Cotton,584,4.0
F0765,B1323,Wheat,1160,4.8
F1022,B0034,Rice,80,4.9
F0150,B0752,Maize,1194,4.9
F1047,B1633,Cotton,118,3.5
F0756,B0049,Barley,932,3.5
F1239,B0658,Cotton,1010,3.6
F0399,B1661,Sugarcane,876,3.9
F0410,B0701,Cotton,973,3.6
F0131,B1081,Wheat,1219,3.7
F0855,B1885,Maize,1033,4.2
F0148,B0109,Sugarcane,1406,4.5
F0381,B1541,Maize,530,4.5
F1133,B0985,Maize,1336,4.6
F0552,B0024,Wheat,342,3.1
F1145,B0221,Cotton,135,3.1
F0295,B1984,Wheat,1089,4.6
F1144,B0315,Cotton,777,4.1
F0456,B0294,Sugarcane,677,4.2
F1554,B1953,Wheat,167,3.1
F0169,B1034,Wheat,319,3.5
F0710,B1701,Barley,1468,4.3
F1947,B1020,Pulses,1028,4.7
F1167,B1505,Rice,904,4.8
F0037,B1751,Wheat,211,4.0
F1722,B1018,Pulses,749,4.1
F1285,B0638,Millets,1177,4.7
F0231,B0267,Rice,216,4.1
F0254,B1816,Barley,349,4.0
F0329,B0088,Cotton,77,4.8
F1927,B0455,Millets,1497,4.6
F1321,B1650,Cotton,611,4.8
F0980,B1557,Cotton,932,3.4
F0010,B1172,Pulses,205,4.0
F0446,B0757,Pulses,1397,4.7
F0922,B1802,Rice,1421,3.2
F0836,B1753,Cotton,1194,4.6
F1254,B0431,Maize,701,3.4
F1560,B1776,Millets,870,4.6
F0078,B1967,Wheat,610,4.2
F1449,B0911,Pulses,1237,3.4
F0193,B1964,Pulses,1135,3.9
F0401,B1768,Pulses,1413,4.4
F0109,B1768,Rice,361,4.3
F0792,B0242,Cotton,425,3.9
F1947,B0702,Maize,1419,4.8
F0263,B0902,Wheat,199,4.0
F0329,B0741,Wheat,634,4.0
F0363,B0066,Cotton,630,3.1
F1891,B0972,Maize,1026,4.8
F1402,B0378,Rice,226,3.4
F1804,B0388,Pulses,403,4.1
F1365,B1815,Pulses,563,4.6
F0259,B0781,Millets,358,3.4
F1359,B0209,Millets,168,4.1
F0085,B1439,Millets,816,3.5
F1546,B0016,Barley,1045,4.5
F1825,B1321,Cotton,1022,4.1
F1838,B0986,Wheat,965,4.7
F1595,B1244,Pulses,527,4.8
F0308,B1793,Barley,1487,4.3
F0262,B0367,Wheat,636,4.5
F1922,B0780,Wheat,400,4.1
F0797,B1253,Cotton,244,3.8
F0631,B1655,Sugarcane,1260,4.3
F0680,B0440,Millets,545,4.8
F0865,B0690,Barley,564,3.8
F1725,B1556,Sugarcane,745,3.6
F1476,B1474,Sugarcane,322,3.8
F1275,B1060,Barley,929,3.9
F0324,B0847,Maize,101,3.1
F0925,B0422,Millets,312,4.0
F1253,B1942,Cotton,1441,4.0
F1726,B1644,Barley,182,4.2
F1852,B1213,Wheat,1043,3.7
F1660,B1202,Barley,1298,4.2
F1620,B0608,Pulses,359,4.8
F1321,B1339,Barley,65,4.9
F0727,B0020,Maize,244,4.2
F1261,B0676,Millets,352,3.1
F0978,B0382,Millets,1121,4.9
F1649,B0609,Sugarcane,1194,4.4
F0217,B0143,Rice,881,3.7
F1857,B0062,Millets,611,3.3
F1270,B1266,Millets,90,3.3
F0448,B0238,Maize,583,3.3
F1871,B1155,Maize,420,3.1
F0319,B1629,Cotton,1255,4.8
F0994,B1627,Pulses,566,4.1
F1456,B1669,Maize,706,4.4
F1428,B1147,Barley,639,4.7
F1910,B1464,Pulses,280,4.6
F0037,B0927,Cotton,858,4.8
F1600,B0342,Barley,1421,4.9
F0731,B1443,Millets,528,3.9
F1366,B1654,Rice,1282,4.9
F1011,B0455,Wheat,724,4.4
F1413,B1222,Wheat,327,3.1
F1058,B0282,Sugarcane,102,4.4
F0039,B0886,Millets,1083,4.4
F1603,B1025,Sugarcane,797,4.8
F0209,B0723,Rice,513,3.7
F0830,B1799,Wheat,803,4.2
F0856,B1956,Sugarcane,632,3.0
F1176,B1356,Millets,207,3.7
F0899,B1236,Pulses,68,3.1
F1389,B0087,Maize,104,4.0
F1223,B0665,Cotton,770,4.6
F0601,B0862,Barley,1094,3.4
F0760,B1723,Sugarcane,1355,4.1
F1859,B0061,Rice,810,3.4
F1103,B0797,Barley,1068,3.2
F1501,B0095,Wheat,1490,4.0
F0434,B0786,Millets,857,3.2
F1821,B1577,Rice,772,4.2
F0842,B1171,Cotton,334,3.1
F0032,B1270,Cotton,560,3.2
F1111,B1668,Rice,1071,4.1
F1575,B0961,Sugarcane,1469,4.2
F0393,B0297,Sugarcane,169,3.1
F1637,B1147,Wheat,146,4.1
F1268,B1679,Pulses,169,4.7
F1256,B0694,Wheat,1226,4.4
F0910,B1728,Maize,1318,3.3
F1604,B1480,Pulses,442,4.2
F0192,B0399,Millets,1216,4.3
F1940,B1743,Barley,843,3.1
F1564,B0946,Millets,269,4.7
F0270,B1255,Maize,888,4.8
F1964,B0534,Wheat,209,4.7
F0738,B0402,Pulses,1149,4.6
F0077,B1616,Pulses,660,4.5
F0735,B0130,Maize,688,4.3
F0884,B0292,Millets,1105,4.4
F1191,B0276,Rice,826,4.6
F0284,B0912,Sugarcane,383,4.3
F1728,B1859,Pulses,941,3.7
F1113,B1400,Barley,989,3.8
F0544,B0926,Barley,401,4.8
F0649,B0055,Pulses,1412,3.0
F1180,B1602,Maize,975,4.4
F0250,B0739,Pulses,1473,4.9
F0095,B1050,Millets,445,4.4
F0017,B1465,Maize,1275,5.0
F0117,B0765,Rice,579,4.4
F0983,B1221,Barley,1166,3.1
F0333,B0642,Pulses,407,4.7
F1847,B1267,Cotton,1469,3.6
F1546,B1848,Wheat,877,3.9
F1104,B0724,Barley,109,3.6
F0646,B1214,Rice,526,3.5
F1456,B0802,Cotton,661,3.9
F1227,B0738,Barley,50,3.8
F0116,B0758,Rice,360,4.3
F0963,B1592,Sugarcane,217,4.6
F1244,B0567,Rice,241,3.6
F1277,B1300,Rice,1107,3.4
F1193,B1842,Sugarcane,1107,4.3
F0847,B1433,Pulses,1490,4.3
F0316,B0340,Wheat,757,4.8
F1741,B0153,Millets,1231,3.0
F0810,B1589,Cotton,415,4.7
F0372,B1422,Barley,1413,4.0
F0760,B1468,Millets,907,4.2
F0877,B1647,Maize,1408,3.2
F0977,B1004,Wheat,376,3.9
F1607,B0427,Millets,163,3.5
F0156,B1003,Barley,846,3.5
F0614,B1982,Rice,968,4.0
F1037,B1511,Millets,1491,4.6
F0508,B0204,Maize,1216,4.5
F0465,B1136,Sugarcane,658,4.2
F0783,B0325,Millets,358,4.1
F0804,B1983,Wheat,450,3.9
F0220,B1282,Pulses,1393,4.9
F0015,B0950,Cotton,261,4.1
F1774,B1552,Wheat,366,3.5
F0117,B0951,Wheat,234,3.5
F0331,B1374,Pulses,1278,4.2
F0056,B0939,Maize,1437,4.0
F1375,B0957,Sugarcane,1289,3.0
F1156,B1702,Pulses,295,4.7
F1250,B1837,Barley,288,4.4
F0308,B0894,Sugarcane,1464,4.3
F1499,B0435,Pulses,569,3.1
F1930,B1450,Wheat,326,3.7
F0222,B1304,Sugarcane,1055,4.9
F1197,B0371,Maize,251,4.7
F1364,B1694,Maize,263,3.6
F0797,B0933,Cotton,655,3.3
F1530,B0249,Sugarcane,527,3.9
F1845,B0891,Cotton,557,3.7
F1181,B0181,Barley,1148,4.4
F0151,B0703,Pulses,718,4.9
F1721,B0999,Rice,714,3.7
F1202,B1675,Barley,191,3.1
F1557,B0078,Maize,371,4.8
F0112,B0919,Wheat,510,3.1
F0683,B0885,Millets,756,4.9
F1162,B0336,Maize,719,4.3
F1257,B0050,Rice,1219,4.9
F0332,B0085,Wheat,103,3.4
F1566,B1719,Sugarcane,1429,3.1
F0893,B0695,Millets,326,4.0
F1331,B0004,Sugarcane,449,3.9
F0161,B0993,Barley,717,3.7
F1426,B1974,Millets,565,4.9
F1614,B0317,Maize,1384,4.6
F0278,B1135,Wheat,1344,4.3
F1344,B1358,Pulses,625,3.3
F1557,B1875,Millets,161,4.5
F0897,B0763,Wheat,288,4.5
F0497,B1157,Cotton,1217,3.9
F1387,B0612,Rice,1447,4.8
F1396,B1005,Barley,1093,3.3
F1916,B0914,Sugarcane,1362,3.5
F0655,B1708,Maize,246,3.1
F1060,B0799,Wheat,431,4.6
F0303,B0119,Sugarcane,213,4.2
F0438,B0350,Maize,655,3.6
F0726,B0917,Millets,1322,3.3
F1056,B0687,Sugarcane,1141,3.1
F0186,B0542,Maize,904,3.3
F1198,B1079,Sugarcane,1094,3.9
F1590,B0361,Pulses,880,3.5
F0673,B0708,Cotton,646,3.5
F1274,B1477,Rice,1463,4.8
F1001,B1577,Sugarcane,585,4.0
F1787,B0685,Rice,160,4.5
F1959,B0330,Sugarcane,998,3.1
F0279,B0219,Barley,912,3.7
F0683,B0208,Wheat,644,4.0
F1719,B1694,Cotton,1071,3.4
F1026,B0845,Barley,509,3.2
F1218,B1764,Pulses,1151,4.7
F1190,B0085,Cotton,483,4.9
F1783,B0685,Rice,1453,3.2
F1011,B0245,Wheat,937,3.7
F0925,B0872,Maize,832,4.9
F1780,B1023,Barley,1412,3.2
F1134,B1709,Cotton,1037,4.3
F0380,B1359,Pulses,1497,4.9
F0835,B1236,Barley,218,5.0
F0999,B0596,Wheat,758,3.9
F1607,B0685,Wheat,1014,3.3
F1700,B1207,Rice,1335,3.4
F0285,B1979,Pulses,776,4.8
F1911,B1157,Wheat,278,4.8
F0421,B1014,Millets,1234,4.2
F0113,B1014,Wheat,476,4.5
F1018,B1916,Maize,171,4.5
F0228,B1824,Rice,198,4.3
F1495,B1798,Rice,901,4.7
F1837,B0350,Pulses,754,4.4
F0528,B0282,Wheat,160,4.1
F0496,B0293,Maize,1294,3.5
F0031,B1293,Sugarcane,113,4.5
F0162,B1885,Cotton,687,3.9
F1842,B1221,Millets,1427,3.6
F0705,B1561,Barley,958,4.6
F0722,B1677,Rice,62,4.4
F1402,B0984,Maize,983,4.9
F0446,B1759,Pulses,1226,3.3
F0744,B0020,Maize,288,4.3
F0427,B0759,Wheat,1263,3.5
F1720,B1864,Millets,712,4.8
F0504,B1980,Cotton,1159,3.2
F1551,B1737,Rice,1094,4.3
F1968,B0405,Sugarcane,743,4.6
F1841,B1139,Wheat,1392,3.7
F0721,B1919,Rice,1231,4.9
