Buyer_ID,Farmer_ID,Crop,Match_Score
B1097,F1619,Pulses,0.597
B1098,F1365,Millets,0.823
B1098,F2000,Rice,0.673
B1098,F1058,Barley,0.599
B1098,F1935,Barley,0.598
B1098,F1629,Barley,0.598
B1099,F1301,Barley,0.599
B1099,F1477,Barley,0.596
B1099,F1360,Barley,0.595
B1099,F0146,Barley,0.594
B1099,F0575,Barley,0.594
B1100,F1627,Rice,0.599
B1100,F1746,Wheat,0.599
B1100,F0764,Wheat,0.598
B1100,F0105,Wheat,0.598
B1100,F0815,Sugarcane,0.598
B1101,F1855,Millets,0.6
B1101,F0788,Millets,0.599
B1101,F1238,Millets,0.599
B1101,F0021,Pulses,0.598
B1101,F1093,Millets,0.598
B1102,F1834,Maize,0.6
B1102,F0147,Maize,0.6
B1102,F0858,Maize,0.599
B1102,F0662,Maize,0.598
B1102,F1428,Maize,0.598
B1103,F0618,Millets,0.599
B1103,F1623,Pulses,0.599
B1103,F1752,Millets,0.598
B1103,F0412,Millets,0.598
B1103,F1931,Millets,0.597
B1104,F0393,Millets,0.599
B1104,F1342,Millets,0.599
B1104,F0830,Millets,0.598
B1104,F1596,Millets,0.598
B1104,F1190,Millets,0.597
B1105,F1439,Millets,0.702
B1105,F1650,Wheat,0.599
B1105,F1908,Rice,0.599
B1105,F0028,Wheat,0.598
B1105,F0941,Sugarcane,0.598
B1106,F1482,Cotton,0.837
B1106,F1330,Cotton,0.598
B1106,F0180,Maize,0.596
B1106,F1968,Millets,0.594
B1106,F0800,Maize,0.593
B1107,F1542,Barley,0.903
B1107,F0412,Millets,0.6
B1107,F1931,Millets,0.598
B1107,F1623,Pulses,0.596
B1107,F0618,Millets,0.595
B1108,F0968,Pulses,0.842
B1108,F0412,Millets,0.74
B1108,F0701,Wheat,0.61
B1108,F1275,Barley,0.599
B1108,F1821,Barley,0.599
B1109,F0153,Rice,0.883
B1109,F1059,Pulses,0.599
B1109,F0382,Pulses,0.599
B1109,F1848,Millets,0.599
B1109,F0416,Rice,0.598
B1110,F0322,Cotton,0.597
B1110,F0036,Cotton,0.596
B1110,F1544,Cotton,0.595
B1110,F0776,Cotton,0.593
B1110,F1527,Barley,0.593
B1111,F0318,Rice,0.955
B1111,F1736,Millets,0.599
B1111,F1619,Pulses,0.598
B1111,F1612,Pulses,0.597
B1111,F1105,Pulses,0.596
B1112,F0104,Sugarcane,0.599
B1112,F0510,Wheat,0.599
B1112,F1184,Sugarcane,0.597
B1112,F0026,Pulses,0.596
B1112,F0421,Wheat,0.596
B1113,F0399,Millets,0.7
B1113,F1622,Wheat,0.598
B1113,F1363,Rice,0.598
B1113,F1670,Sugarcane,0.598
B1113,F1221,Rice,0.598
B1114,F0801,Rice,0.793
B1114,F1735,Rice,0.599
B1114,F0574,Wheat,0.598
B1114,F1539,Pulses,0.598
B1114,F1819,Wheat,0.597
B1115,F0041,Maize,0.67
B1115,F0683,Barley,0.599
B1115,F1043,Barley,0.596
B1115,F0356,Barley,0.596
B1115,F1813,Barley,0.595
B1116,F0578,Pulses,0.599
B1116,F1042,Wheat,0.599
B1116,F1060,Sugarcane,0.599
B1116,F0089,Sugarcane,0.599
B1116,F0354,Millets,0.598
B1117,F1556,Cotton,0.671
B1117,F1183,Millets,0.6
B1117,F1368,Pulses,0.599
B1117,F1180,Maize,0.598
B1117,F1208,Pulses,0.597
B1118,F1082,Cotton,0.598
B1118,F1981,Cotton,0.597
B1118,F1201,Cotton,0.597
B1118,F1620,Cotton,0.597
B1118,F0469,Cotton,0.597
B1119,F0477,Rice,0.599
B1119,F1204,Wheat,0.599
B1119,F0108,Sugarcane,0.598
B1119,F0690,Wheat,0.598
B1119,F0819,Sugarcane,0.597
B1120,F0039,Rice,0.719
B1120,F1635,Cotton,0.599
B1120,F1119,Cotton,0.599
B1120,F0767,Cotton,0.598
B1120,F0886,Cotton,0.598
B1121,F1752,Millets,0.817
B1121,F1740,Maize,0.599
B1121,F1506,Maize,0.598
B1121,F0502,Cotton,0.598
B1121,F0912,Cotton,0.598
B1122,F0871,Cotton,0.898
B1122,F0047,Millets,0.598
B1122,F0820,Rice,0.598
B1122,F0903,Pulses,0.598
B1122,F1736,Millets,0.598
B1123,F0610,Millets,0.6
B1123,F0649,Millets,0.599
B1123,F0015,Millets,0.599
B1123,F1716,Millets,0.599
B1123,F1706,Millets,0.598
B1124,F0915,Sugarcane,0.6
B1124,F1455,Rice,0.599
B1124,F0632,Sugarcane,0.599
B1124,F0067,Sugarcane,0.599
B1124,F1099,Pulses,0.599
B1125,F1393,Millets,0.599
B1125,F1693,Sugarcane,0.599
B1125,F0551,Rice,0.599
B1125,F1796,Wheat,0.599
B1125,F1407,Wheat,0.598
B1126,F0309,Millets,0.599
B1126,F0410,Pulses,0.599
B1126,F0778,Millets,0.599
B1126,F0035,Pulses,0.598
B1126,F1518,Maize,0.598
B1127,F0466,Barley,0.944
B1127,F1220,Maize,0.847
B1127,F1402,Maize,0.774
B1127,F1749,Barley,0.6
B1127,F1559,Barley,0.599
B1128,F1973,Maize,0.599
B1128,F1665,Maize,0.594
B1128,F0485,Cotton,0.594
B1128,F0154,Maize,0.593
B1128,F0415,Maize,0.592
B1129,F0283,Pulses,0.782
B1129,F0881,Cotton,0.597
B1129,F1330,Cotton,0.596
B1129,F0588,Maize,0.594
B1129,F1844,Maize,0.592
B1130,F0674,Pulses,0.725
B1130,F0679,Wheat,0.599
B1130,F0130,Sugarcane,0.599
B1130,F0174,Sugarcane,0.599
B1130,F1833,Sugarcane,0.598
B1131,F1341,Barley,0.89
B1131,F1739,Barley,0.742
B1131,F0783,Millets,0.635
B1131,F0146,Barley,0.599
B1131,F0575,Barley,0.598
B1132,F0066,Wheat,0.888
B1132,F0213,Cotton,0.703
B1132,F1834,Maize,0.701
B1132,F1653,Wheat,0.6
B1132,F1650,Wheat,0.599
B1133,F1833,Sugarcane,0.599
B1133,F0105,Wheat,0.599
B1133,F1986,Pulses,0.599
B1133,F0174,Sugarcane,0.599
B1133,F1746,Wheat,0.599
B1134,F0958,Rice,0.599
B1134,F0835,Rice,0.599
B1134,F1838,Sugarcane,0.599
B1134,F1874,Pulses,0.599
B1134,F1283,Rice,0.599
B1135,F0278,Pulses,0.86
B1135,F0955,Maize,0.6
B1135,F1110,Maize,0.599
B1135,F1592,Maize,0.597
B1135,F1937,Maize,0.597
B1136,F0465,Sugarcane,0.84
B1136,F0203,Barley,0.782
B1136,F1961,Wheat,0.6
B1136,F0266,Wheat,0.6
B1136,F1891,Wheat,0.6
B1137,F0413,Pulses,0.6
B1137,F1724,Wheat,0.6
B1137,F0056,Sugarcane,0.599
B1137,F1249,Wheat,0.599
B1137,F0914,Wheat,0.599
B1138,F1668,Rice,0.6
B1138,F0875,Wheat,0.599
B1138,F1823,Sugarcane,0.599
B1138,F0006,Millets,0.599
B1138,F1443,Sugarcane,0.598
B1139,F1841,Wheat,0.873
B1139,F1130,Wheat,0.798
B1139,F1772,Maize,0.719
B1139,F1719,Wheat,0.599
B1139,F1951,Sugarcane,0.598
B1140,F1474,Wheat,0.902
B1140,F0431,Rice,0.796
B1140,F1102,Wheat,0.599
B1140,F1407,Wheat,0.598
B1140,F0742,Pulses,0.598
B1141,F1898,Maize,0.8
B1141,F0726,Cotton,0.6
B1141,F1083,Cotton,0.599
B1141,F0901,Cotton,0.599
B1141,F0654,Cotton,0.599
B1142,F1711,Cotton,0.6
B1142,F0360,Maize,0.599
B1142,F1776,Millets,0.599
B1142,F0436,Millets,0.598
B1142,F0437,Millets,0.598
B1143,F1226,Pulses,0.917
B1143,F0005,Maize,0.794
B1143,F0354,Millets,0.6
B1143,F1288,Pulses,0.599
B1143,F0087,Pulses,0.599
B1144,F1277,Rice,0.82
B1144,F0689,Barley,0.598
B1144,F1764,Barley,0.597
B1144,F1144,Barley,0.597
B1144,F1261,Barley,0.596
B1145,F1096,Wheat,0.6
B1145,F0639,Wheat,0.597
B1145,F0315,Maize,0.596
B1145,F0143,Sugarcane,0.595
B1145,F0261,Rice,0.594
B1146,F0762,Wheat,0.6
B1146,F1605,Sugarcane,0.598
B1146,F1467,Wheat,0.598
B1146,F1494,Wheat,0.597
B1146,F1508,Wheat,0.597
B1147,F1637,Rice,0.905
B1147,F1428,Maize,0.898
B1147,F0307,Sugarcane,0.835
B1147,F0043,Wheat,0.6
B1147,F1875,Wheat,0.6
B1148,F1393,Millets,0.599
B1148,F0551,Rice,0.598
B1148,F1954,Sugarcane,0.598
B1148,F0445,Sugarcane,0.598
B1148,F0602,Millets,0.597
B1149,F0478,Millets,0.892
B1149,F1289,Sugarcane,0.6
B1149,F1382,Sugarcane,0.599
B1149,F1996,Rice,0.599
B1149,F0398,Pulses,0.599
B1150,F0915,Sugarcane,0.91
B1150,F0100,Cotton,0.6
B1150,F0913,Cotton,0.599
B1150,F1328,Cotton,0.599
B1150,F0886,Cotton,0.599
B1151,F1890,Cotton,0.959
B1151,F0602,Millets,0.844
B1151,F0332,Rice,0.782
B1151,F0662,Maize,0.6
B1151,F0425,Millets,0.598
B1152,F1806,Maize,0.839
B1152,F0223,Pulses,0.6
B1152,F0937,Pulses,0.599
B1152,F1633,Millets,0.599
B1152,F0681,Millets,0.598
B1153,F0847,Wheat,0.701
B1153,F1840,Rice,0.688
B1153,F1646,Maize,0.599
B1153,F1219,Cotton,0.599
B1153,F1560,Maize,0.598
B1154,F1641,Sugarcane,0.791
B1154,F1838,Sugarcane,0.599
B1154,F1957,Pulses,0.599
B1154,F1379,Pulses,0.599
B1154,F0835,Rice,0.599
B1155,F1903,Rice,0.765
B1155,F1871,Barley,0.724
B1155,F1331,Pulses,0.599
B1155,F1574,Pulses,0.599
B1155,F0448,Pulses,0.598
B1156,F1802,Cotton,0.6
B1156,F0676,Cotton,0.598
B1156,F0455,Cotton,0.598
B1156,F1791,Cotton,0.598
B1156,F1482,Cotton,0.597
B1157,F1911,Sugarcane,0.944
B1157,F0497,Maize,0.724
B1157,F0255,Rice,0.599
B1157,F0108,Sugarcane,0.597
B1157,F1659,Rice,0.596
B1158,F0618,Millets,0.901
B1158,F1431,Rice,0.892
B1158,F0287,Rice,0.599
B1158,F0667,Pulses,0.598
B1158,F1746,Wheat,0.597
B1159,F0698,Wheat,0.83
B1159,F1564,Wheat,0.6
B1159,F1908,Rice,0.6
B1159,F1727,Sugarcane,0.599
B1159,F0687,Pulses,0.599
B1160,F0711,Barley,0.65
B1160,F1997,Wheat,0.6
B1160,F1287,Wheat,0.599
B1160,F1149,Maize,0.599
B1160,F0939,Pulses,0.599
B1161,F1343,Barley,0.6
B1161,F0909,Barley,0.599
B1161,F1043,Barley,0.599
B1161,F1251,Barley,0.597
B1161,F1245,Barley,0.597
B1162,F1622,Wheat,0.6
B1162,F1991,Sugarcane,0.599
B1162,F1790,Pulses,0.597
B1162,F1670,Sugarcane,0.595
B1162,F1734,Sugarcane,0.595
B1163,F0233,Sugarcane,0.6
B1163,F0614,Wheat,0.598
B1163,F0026,Pulses,0.597
B1163,F0685,Rice,0.597
B1163,F0677,Sugarcane,0.596
B1164,F1232,Millets,0.599
B1164,F1736,Millets,0.599
B1164,F0111,Millets,0.597
B1164,F0027,Pulses,0.597
B1164,F1198,Maize,0.597
B1165,F0398,Pulses,0.641
B1165,F1869,Cotton,0.597
B1165,F0125,Cotton,0.597
B1165,F0132,Cotton,0.595
B1165,F0586,Barley,0.593
B1166,F0069,Sugarcane,0.6
B1166,F0342,Sugarcane,0.599
B1166,F1095,Wheat,0.599
B1166,F1474,Wheat,0.599
B1166,F1436,Wheat,0.599
B1167,F1813,Barley,0.818
B1167,F0761,Sugarcane,0.745
B1167,F1775,Barley,0.599
B1167,F1818,Barley,0.599
B1167,F1589,Barley,0.598
B1168,F0484,Pulses,0.599
B1168,F1079,Pulses,0.599
B1168,F1155,Millets,0.599
B1168,F1113,Millets,0.598
B1168,F0872,Millets,0.598
B1169,F0911,Maize,0.91
B1169,F0340,Sugarcane,0.64
B1169,F1171,Millets,0.6
B1169,F1862,Pulses,0.599
B1169,F1918,Pulses,0.598
B1170,F0906,Wheat,0.6
B1170,F0584,Wheat,0.599
B1170,F0549,Wheat,0.598
B1170,F1294,Rice,0.597
B1170,F1882,Wheat,0.597
B1171,F0842,Millets,0.608
B1171,F0966,Rice,0.6
B1171,F1862,Pulses,0.599
B1171,F0249,Rice,0.599
B1171,F0770,Rice,0.599
B1172,F0010,Wheat,0.896
B1172,F1991,Sugarcane,0.741
B1172,F1625,Pulses,0.6
B1172,F0118,Pulses,0.6
B1172,F1628,Rice,0.599
B1173,F0938,Cotton,0.783
B1173,F1468,Pulses,0.746
B1173,F0499,Rice,0.663
B1173,F1780,Millets,0.6
B1173,F0493,Rice,0.599
B1174,F0061,Maize,0.599
B1174,F1165,Cotton,0.599
B1174,F1454,Maize,0.598
B1174,F1172,Maize,0.598
B1174,F1984,Maize,0.598
B1175,F0025,Sugarcane,0.6
B1175,F0198,Sugarcane,0.6
B1175,F1048,Rice,0.599
B1175,F1211,Rice,0.599
B1175,F0243,Sugarcane,0.599
B1176,F1422,Rice,0.657
B1176,F0207,Millets,0.617
B1176,F0254,Cotton,0.596
B1176,F0881,Cotton,0.594
B1176,F1389,Barley,0.593
B1177,F0476,Millets,0.84
B1177,F0342,Sugarcane,0.6
B1177,F0069,Sugarcane,0.599
B1177,F1474,Wheat,0.599
B1177,F1095,Wheat,0.599
B1178,F0186,Cotton,0.854
B1178,F0134,Cotton,0.598
B1178,F1062,Cotton,0.598
B1178,F1152,Cotton,0.598
B1178,F1070,Cotton,0.597
B1179,F1898,Maize,0.861
B1179,F0204,Rice,0.6
B1179,F1792,Pulses,0.599
B1179,F1710,Pulses,0.599
B1179,F1344,Rice,0.599
B1180,F0342,Sugarcane,0.846
B1180,F0420,Pulses,0.842
B1180,F0140,Rice,0.785
B1180,F0396,Sugarcane,0.599
B1180,F0107,Pulses,0.599
B1181,F0670,Barley,0.6
B1181,F1511,Barley,0.599
B1181,F1224,Barley,0.599
B1181,F1617,Barley,0.598
B1181,F1940,Barley,0.598
B1182,F0605,Barley,0.77
B1182,F0884,Millets,0.599
B1182,F0982,Millets,0.598
B1182,F1214,Pulses,0.597
B1182,F0183,Pulses,0.596
B1183,F1730,Pulses,0.6
B1183,F0937,Pulses,0.598
B1183,F0223,Pulses,0.598
B1183,F1126,Millets,0.597
B1183,F0888,Pulses,0.596
B1184,F0245,Barley,0.689
B1184,F1275,Barley,0.6
B1184,F1821,Barley,0.599
B1184,F0623,Barley,0.598
B1184,F0629,Barley,0.596
B1185,F1766,Millets,0.914
B1185,F1756,Millets,0.902
B1185,F1289,Sugarcane,0.85
B1185,F0286,Maize,0.599
B1185,F0444,Millets,0.598
B1186,F0537,Millets,0.6
B1186,F1230,Maize,0.599
B1186,F0121,Millets,0.599
B1186,F0652,Millets,0.598
B1186,F0268,Millets,0.597
B1187,F1172,Maize,0.83
B1187,F1491,Rice,0.6
B1187,F1547,Millets,0.599
B1187,F1392,Pulses,0.599
B1187,F0326,Pulses,0.599
B1188,F0589,Sugarcane,0.6
B1188,F0217,Sugarcane,0.6
B1188,F0153,Rice,0.599
B1188,F1831,Wheat,0.599
B1188,F1648,Sugarcane,0.599
B1189,F0017,Sugarcane,0.6
B1189,F1967,Rice,0.599
B1189,F0109,Pulses,0.599
B1189,F0915,Sugarcane,0.598
B1189,F1906,Wheat,0.598
B1190,F1413,Cotton,0.598
B1190,F0700,Maize,0.595
B1190,F0647,Cotton,0.595
B1190,F0776,Cotton,0.595
B1190,F1544,Cotton,0.594
B1191,F1905,Barley,0.691
B1191,F0602,Millets,0.599
B1191,F1316,Sugarcane,0.599
B1191,F1954,Sugarcane,0.597
B1191,F1523,Rice,0.597
B1192,F1574,Pulses,0.725
B1192,F0975,Sugarcane,0.691
B1192,F0063,Cotton,0.6
B1192,F1030,Cotton,0.599
B1192,F1440,Maize,0.597
B1193,F0545,Rice,0.599
B1193,F0285,Wheat,0.599
B1193,F0123,Wheat,0.599
B1193,F0720,Sugarcane,0.598
B1193,F1779,Millets,0.598
B1194,F0560,Pulses,0.6
B1194,F1915,Millets,0.599
B1194,F0704,Millets,0.598
B1194,F0238,Pulses,0.598
B1194,F1010,Millets,0.597
B1195,F1320,Maize,0.966
B1195,F0946,Barley,0.599
B1195,F1703,Barley,0.599
B1195,F0760,Barley,0.598
B1195,F0575,Barley,0.597
B1196,F0105,Wheat,0.599
B1196,F1986,Pulses,0.599
B1196,F1555,Sugarcane,0.599
B1196,F0348,Sugarcane,0.598
B1196,F0815,Sugarcane,0.597
B1197,F0512,Wheat,0.826
B1197,F0882,Pulses,0.6
B1197,F0497,Maize,0.6
B1197,F1804,Millets,0.6
B1197,F0943,Millets,0.599
B1198,F1161,Millets,0.6
B1198,F1447,Millets,0.599
B1198,F1756,Millets,0.598
B1198,F0290,Millets,0.598
B1198,F1438,Cotton,0.598
B1199,F0253,Sugarcane,0.6
B1199,F0574,Wheat,0.599
B1199,F0759,Rice,0.598
B1199,F0680,Wheat,0.598
B1199,F0843,Rice,0.598
B1200,F0970,Maize,0.777
B1200,F0192,Maize,0.611
B1200,F0692,Pulses,0.599
B1200,F0573,Rice,0.598
B1200,F1849,Rice,0.598
B1201,F0386,Millets,0.6
B1201,F0734,Millets,0.6
B1201,F1372,Maize,0.6
B1201,F0652,Millets,0.599
B1201,F0121,Millets,0.599
B1202,F1660,Millets,0.83
B1202,F0452,Pulses,0.598
B1202,F1689,Rice,0.597
B1202,F1080,Rice,0.597
B1202,F0238,Pulses,0.597
B1203,F1468,Pulses,0.598
B1203,F0019,Millets,0.598
B1203,F0041,Maize,0.598
B1203,F1059,Pulses,0.597
B1203,F0163,Millets,0.597
B1204,F0005,Maize,0.597
B1204,F0702,Millets,0.594
B1204,F0125,Cotton,0.593
B1204,F1550,Millets,0.591
B1204,F1395,Cotton,0.591
B1205,F1436,Wheat,0.826
B1205,F1057,Millets,0.674
B1205,F1572,Millets,0.6
B1205,F0648,Rice,0.6
B1205,F1700,Millets,0.599
B1206,F0897,Pulses,0.849
B1206,F0693,Cotton,0.6
B1206,F1365,Millets,0.6
B1206,F1934,Maize,0.6
B1206,F0013,Maize,0.6
B1207,F1700,Millets,0.728
B1207,F1923,Sugarcane,0.697
B1207,F1662,Maize,0.6
B1207,F0969,Pulses,0.599
B1207,F1761,Millets,0.599
B1208,F1052,Rice,0.689
B1208,F0946,Barley,0.598
B1208,F1703,Barley,0.598
B1208,F0575,Barley,0.597
B1208,F0760,Barley,0.597
B1209,F0847,Wheat,0.765
B1209,F1931,Millets,0.599
B1209,F1752,Millets,0.598
B1209,F0412,Millets,0.598
B1209,F0970,Maize,0.597
B1210,F0683,Barley,0.598
B1210,F1487,Barley,0.597
B1210,F1043,Barley,0.597
B1210,F1301,Barley,0.596
B1210,F1813,Barley,0.594
B1211,F0141,Millets,0.771
B1211,F1139,Sugarcane,0.599
B1211,F0089,Sugarcane,0.599
B1211,F0806,Sugarcane,0.598
B1211,F0644,Rice,0.598
B1212,F1426,Pulses,0.833
B1212,F0290,Millets,0.754
B1212,F0989,Wheat,0.6
B1212,F1964,Wheat,0.6
B1212,F1939,Wheat,0.6
B1213,F0154,Maize,0.91
B1213,F0245,Barley,0.656
B1213,F1844,Maize,0.599
B1213,F1173,Maize,0.598
B1213,F1544,Cotton,0.596
B1214,F0091,Millets,0.771
B1214,F1158,Rice,0.6
B1214,F0573,Rice,0.6
B1214,F1007,Sugarcane,0.6
B1214,F0919,Sugarcane,0.599
B1215,F0860,Barley,0.6
B1215,F1424,Barley,0.6
B1215,F0195,Barley,0.6
B1215,F1799,Barley,0.6
B1215,F1371,Barley,0.6
B1216,F0805,Pulses,0.976
B1216,F0827,Maize,0.82
B1216,F1442,Wheat,0.6
B1216,F0936,Rice,0.599
B1216,F1415,Wheat,0.599
B1217,F0432,Pulses,0.598
B1217,F1098,Pulses,0.598
B1217,F1019,Millets,0.598
B1217,F0330,Millets,0.597
B1217,F0317,Maize,0.597
B1218,F1882,Wheat,0.599
B1218,F1753,Wheat,0.599
B1218,F1562,Sugarcane,0.599
B1218,F1887,Wheat,0.598
B1218,F1009,Sugarcane,0.598
B1219,F0571,Pulses,0.842
B1219,F0614,Wheat,0.66
B1219,F1665,Maize,0.599
B1219,F1395,Cotton,0.593
B1219,F0005,Maize,0.593
B1220,F1227,Barley,0.802
B1220,F0553,Cotton,0.597
B1220,F1070,Cotton,0.597
B1220,F1062,Cotton,0.597
B1220,F1760,Maize,0.596
B1221,F1842,Pulses,0.877
B1221,F1993,Maize,0.875
B1221,F0983,Sugarcane,0.803
B1221,F1497,Millets,0.6
B1221,F0122,Cotton,0.6
B1222,F1200,Cotton,0.6
B1222,F1701,Cotton,0.599
B1222,F1461,Cotton,0.599
B1222,F1893,Cotton,0.599
B1222,F0894,Cotton,0.597
B1223,F1017,Wheat,0.599
B1223,F1085,Pulses,0.598
B1223,F1287,Wheat,0.598
B1223,F0939,Pulses,0.597
B1223,F1546,Sugarcane,0.597
B1224,F0792,Millets,0.6
B1224,F0087,Pulses,0.599
B1224,F0842,Millets,0.599
B1224,F0228,Pulses,0.599
B1224,F1288,Pulses,0.598
B1225,F1281,Wheat,0.6
B1225,F0895,Sugarcane,0.6
B1225,F1554,Sugarcane,0.599
B1225,F1743,Wheat,0.599
B1225,F0205,Sugarcane,0.599
B1226,F1212,Sugarcane,0.926
B1226,F0951,Maize,0.856
B1226,F0665,Rice,0.6
B1226,F0179,Rice,0.6
B1226,F1879,Sugarcane,0.599
B1227,F0211,Barley,0.919
B1227,F1115,Barley,0.6
B1227,F0328,Barley,0.6
B1227,F1694,Barley,0.6
B1227,F1733,Barley,0.599
B1228,F0326,Pulses,0.6
B1228,F1812,Rice,0.599
B1228,F1392,Pulses,0.599
B1228,F1079,Pulses,0.598
B1228,F1155,Millets,0.598
B1229,F1538,Pulses,0.732
B1229,F1448,Millets,0.6
B1229,F0464,Rice,0.599
B1229,F1613,Millets,0.599
B1229,F0094,Pulses,0.599
B1230,F1522,Rice,0.598
B1230,F1693,Sugarcane,0.598
B1230,F1523,Rice,0.597
B1230,F0355,Millets,0.596
B1230,F0551,Rice,0.596
B1231,F1691,Pulses,0.917
B1231,F1759,Barley,0.6
B1231,F0651,Barley,0.599
B1231,F0855,Barley,0.599
B1231,F1822,Barley,0.598
B1232,F1430,Barley,0.6
B1232,F1797,Barley,0.6
B1232,F1935,Barley,0.599
B1232,F1629,Barley,0.598
B1232,F1517,Barley,0.598
B1233,F1291,Rice,0.73
B1233,F0066,Wheat,0.599
B1233,F0764,Wheat,0.598
B1233,F0667,Pulses,0.598
B1233,F1270,Wheat,0.598
B1234,F1043,Barley,0.6
B1234,F1343,Barley,0.598
B1234,F0683,Barley,0.598
B1234,F1813,Barley,0.598
B1234,F0909,Barley,0.597
B1235,F0339,Sugarcane,0.9
B1235,F1393,Millets,0.732
B1235,F0395,Maize,0.599
B1235,F1428,Maize,0.599
B1235,F1273,Maize,0.599
B1236,F0835,Rice,0.94
B1236,F0899,Barley,0.635
B1236,F0281,Sugarcane,0.6
B1236,F1084,Sugarcane,0.599
B1236,F0635,Wheat,0.599
B1237,F0790,Barley,0.599
B1237,F0161,Barley,0.599
B1237,F0168,Barley,0.598
B1237,F0319,Barley,0.597
B1237,F1134,Barley,0.596
B1238,F0773,Rice,0.6
B1238,F1112,Rice,0.599
B1238,F0026,Pulses,0.599
B1238,F1777,Wheat,0.598
B1238,F1533,Wheat,0.598
B1239,F0707,Sugarcane,0.891
B1239,F1206,Pulses,0.599
B1239,F0313,Sugarcane,0.599
B1239,F0939,Pulses,0.599
B1239,F0098,Sugarcane,0.599
B1240,F0580,Wheat,0.91
B1240,F1249,Wheat,0.884
B1240,F0225,Wheat,0.6
B1240,F1283,Rice,0.6
B1240,F0958,Rice,0.599
B1241,F1007,Sugarcane,0.612
B1241,F0230,Cotton,0.6
B1241,F0003,Cotton,0.599
B1241,F0471,Cotton,0.599
B1241,F0654,Cotton,0.598
B1242,F1141,Pulses,0.86
B1242,F0684,Sugarcane,0.831
B1242,F0244,Rice,0.737
B1242,F0759,Rice,0.599
B1242,F0680,Wheat,0.599
B1243,F1033,Rice,0.73
B1243,F0759,Rice,0.645
B1243,F0538,Barley,0.599
B1243,F0711,Barley,0.597
B1243,F0242,Barley,0.597
B1244,F1595,Sugarcane,0.96
B1244,F1267,Barley,0.715
B1244,F1743,Wheat,0.6
B1244,F1281,Wheat,0.6
B1244,F0895,Sugarcane,0.599
B1245,F0958,Rice,0.6
B1245,F1283,Rice,0.599
B1245,F1874,Pulses,0.599
B1245,F0267,Sugarcane,0.599
B1245,F0835,Rice,0.599
B1246,F1979,Maize,0.775
B1246,F0194,Barley,0.6
B1246,F1512,Barley,0.599
B1246,F0350,Barley,0.599
B1246,F0741,Barley,0.599
B1247,F0629,Barley,0.6
B1247,F1058,Barley,0.599
B1247,F0496,Barley,0.599
B1247,F0787,Barley,0.598
B1247,F1629,Barley,0.598
B1248,F0603,Sugarcane,0.703
B1248,F1265,Pulses,0.6
B1248,F1570,Pulses,0.599
B1248,F0113,Millets,0.599
B1248,F1059,Pulses,0.599
B1249,F1360,Barley,0.795
B1249,F0575,Barley,0.707
B1249,F0786,Rice,0.599
B1249,F0802,Pulses,0.599
B1249,F1080,Rice,0.598
B1250,F0803,Rice,0.598
B1250,F0634,Rice,0.598
B1250,F0234,Sugarcane,0.598
B1250,F1316,Sugarcane,0.597
B1250,F0935,Millets,0.597
B1251,F0865,Sugarcane,0.824
B1251,F0483,Cotton,0.795
B1251,F0461,Wheat,0.599
B1251,F0934,Rice,0.599
B1251,F1817,Wheat,0.599
B1252,F0462,Cotton,0.599
B1252,F0726,Cotton,0.599
B1252,F0031,Cotton,0.599
B1252,F0901,Cotton,0.598
B1252,F1926,Cotton,0.598
B1253,F1454,Maize,0.879
B1253,F0797,Cotton,0.753
B1253,F0043,Wheat,0.6
B1253,F1875,Wheat,0.6
B1253,F1332,Pulses,0.6
B1254,F1045,Pulses,0.599
B1254,F1573,Pulses,0.599
B1254,F0802,Pulses,0.599
B1254,F1947,Rice,0.598
B1254,F1191,Maize,0.597
B1255,F0270,Maize,0.85
B1255,F1595,Sugarcane,0.6
B1255,F0975,Sugarcane,0.6
B1255,F1315,Pulses,0.6
B1255,F0050,Pulses,0.598
B1256,F1205,Cotton,0.6
B1256,F0539,Cotton,0.6
B1256,F1600,Cotton,0.6
B1256,F0553,Cotton,0.599
B1256,F1070,Cotton,0.599
B1257,F1733,Barley,0.818
B1257,F1792,Pulses,0.6
B1257,F0204,Rice,0.599
B1257,F1692,Pulses,0.599
B1257,F1164,Pulses,0.599
B1258,F0820,Rice,0.6
B1258,F0903,Pulses,0.599
B1258,F0890,Rice,0.598
B1258,F0414,Rice,0.598
B1258,F0049,Pulses,0.598
B1259,F1447,Millets,0.6
B1259,F0290,Millets,0.599
B1259,F1032,Millets,0.599
B1259,F1375,Maize,0.599
B1259,F1161,Millets,0.598
B1260,F0017,Sugarcane,0.891
B1260,F1760,Maize,0.597
B1260,F0951,Maize,0.597
B1260,F1638,Cotton,0.597
B1260,F1372,Maize,0.597
B1261,F0154,Maize,0.598
B1261,F0415,Maize,0.598
B1261,F1978,Maize,0.595
B1261,F0535,Maize,0.595
B1261,F0868,Pulses,0.593
B1262,F0333,Sugarcane,0.6
B1262,F0862,Rice,0.599
B1262,F0044,Millets,0.599
B1262,F0678,Millets,0.599
B1262,F1277,Rice,0.599
B1263,F1718,Maize,0.599
B1263,F0805,Pulses,0.598
B1263,F1955,Maize,0.598
B1263,F1079,Pulses,0.598
B1263,F1792,Pulses,0.597
B1264,F1702,Pulses,0.885
B1264,F1333,Barley,0.651
B1264,F1450,Sugarcane,0.599
